"동별","독거노인별","성별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"역촌동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","77","93","94","393","150","52","193","222","253","307",
"역촌동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","179","185","206","322","287","73","386","444","486","509",
"역촌동","저소득노인","계","독거노인현황(성별)","","","84","86","102","111","108","163","89","83","80","211",
"역촌동","저소득노인","남","독거노인현황(성별)","","","15","13","24","19","22","34","19","15","17","64",
"역촌동","저소득노인","여","독거노인현황(성별)","","","69","73","78","92","86","129","70","68","63","147",
"역촌동","일   반","계","독거노인현황(성별)","","","929","1113","1269","975","1399","1606","1314","1419","1481","1397",
"역촌동","일   반","남","독거노인현황(성별)","","","288","339","383","124","423","484","385","429","425","401",
"역촌동","일   반","여","독거노인현황(성별)","","","641","774","886","851","976","1122","929","990","1056","996",
"서대문구","합계","계","독거노인현황(성별)","","9870","10359","10482","10980","11331","12230","12349","13620","13663","14318","14894",
"서대문구","합계","남","독거노인현황(성별)","","2649","2867","2920","3145","3322","3612","3630","4106","4130","4366","4610",
"서대문구","합계","여","독거노인현황(성별)","","7221","7492","7562","7835","8009","8618","8719","9514","9533","9952","10284",
"서대문구","국민기초생활보장 수급권자","계","독거노인현황(성별)","","1329","1516","1610","1697","2033","2519","2923","3478","3820","3880","4343",
"서대문구","국민기초생활보장 수급권자","남","독거노인현황(성별)","","332","413","453","498","621","809","972","1145","1294","1317","1545",
"서대문구","국민기초생활보장 수급권자","여","독거노인현황(성별)","","997","1103","1157","1199","1412","1710","1951","2333","2526","2563","2798",
"서대문구","저소득노인","계","독거노인현황(성별)","","370","356","623","640","533","634","543","801","144","329","525",
"서대문구","저소득노인","남","독거노인현황(성별)","","91","90","167","157","143","135","124","271","69","61","165",
"서대문구","저소득노인","여","독거노인현황(성별)","","279","266","456","483","390","499","419","530","75","268","360",
"서대문구","일   반","계","독거노인현황(성별)","","8171","8487","8249","8643","8765","9077","8883","9341","9699","10109","10026",
"서대문구","일   반","남","독거노인현황(성별)","","2226","2364","2300","2490","2558","2668","2534","2690","2767","2988","2900",
"서대문구","일   반","여","독거노인현황(성별)","","5945","6123","5949","6153","6207","6409","6349","6651","6932","7121","7126",
"천연동","합계","계","독거노인현황(성별)","","","894","872","894","931","999","952","1001","1000","1033","1072",
"천연동","합계","남","독거노인현황(성별)","","","241","233","250","265","294","281","302","305","325","349",
"천연동","합계","여","독거노인현황(성별)","","","653","639","644","666","705","671","699","695","708","723",
"천연동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","205","202","205","256","295","317","341","372","383","383",
"천연동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","59","62","62","82","91","100","102","123","131","137",
"천연동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","146","140","143","174","204","217","239","249","252","246",
"천연동","저소득노인","계","독거노인현황(성별)","","","35","59","59","36","42","25","23","6","12","16",
"천연동","저소득노인","남","독거노인현황(성별)","","","8","15","15","11","13","7","7","3","3","6",
"천연동","저소득노인","여","독거노인현황(성별)","","","27","44","44","25","29","18","16","3","9","10",
"천연동","일   반","계","독거노인현황(성별)","","","654","611","630","639","662","610","637","622","638","673",
"천연동","일   반","남","독거노인현황(성별)","","","174","156","173","172","190","174","193","179","191","206",
"천연동","일   반","여","독거노인현황(성별)","","","480","455","457","467","472","436","444","443","447","467",
"홍제1동","합계","계","독거노인현황(성별)","","","846","832","853","832","923","1010","1104","1127","1195","1272",
"홍제1동","합계","남","독거노인현황(성별)","","","238","225","234","240","272","302","334","336","362","384",
"홍제1동","합계","여","독거노인현황(성별)","","","608","607","619","592","651","708","770","791","833","888",
"홍제1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","109","109","114","135","159","199","246","267","267","276",
"홍제1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","34","36","37","50","60","77","92","105","103","106",
"홍제1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","75","73","77","85","99","122","154","162","164","170",
"홍제1동","저소득노인","계","독거노인현황(성별)","","","25","44","42","27","45","41","62","18","31","45",
"홍제1동","저소득노인","남","독거노인현황(성별)","","","6","10","9","6","6","8","21","13","6","13",
"홍제1동","저소득노인","여","독거노인현황(성별)","","","19","34","33","21","39","33","41","5","25","32",
"홍제1동","일   반","계","독거노인현황(성별)","","","712","679","697","670","719","770","796","842","897","951",
"홍제1동","일   반","남","독거노인현황(성별)","","","198","179","188","184","206","217","221","218","253","265",
"홍제1동","일   반","여","독거노인현황(성별)","","","514","500","509","486","513","553","575","624","644","686",
"홍제3동","합계","계","독거노인현황(성별)","","","783","760","741","775","847","896","1061","1009","1054","1090",
"홍제3동","합계","남","독거노인현황(성별)","","","206","203","195","218","226","243","304","297","301","311",
"홍제3동","합계","여","독거노인현황(성별)","","","577","557","546","557","621","653","757","712","753","779",
"홍제3동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","126","127","127","143","176","214","255","284","315","325",
"홍제3동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","37","35","36","43","48","60","70","85","97","105",
"홍제3동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","89","92","91","100","128","154","185","199","218","220",
"홍제3동","저소득노인","계","독거노인현황(성별)","","","52","74","68","56","81","70","90","9","41","64",
"홍제3동","저소득노인","남","독거노인현황(성별)","","","12","24","16","10","12","11","21","3","2","16",
"홍제3동","저소득노인","여","독거노인현황(성별)","","","40","50","52","46","69","59","69","6","39","48",
"홍제3동","일   반","계","독거노인현황(성별)","","","605","559","546","576","590","612","716","716","698","701",
"홍제3동","일   반","남","독거노인현황(성별)","","","157","144","143","165","166","172","213","209","202","190",
"홍제3동","일   반","여","독거노인현황(성별)","","","448","415","403","411","424","440","503","507","496","511",
"홍제2동","합계","계","독거노인현황(성별)","","","472","498","535","539","604","622","701","709","724","727",
"홍제2동","합계","남","독거노인현황(성별)","","","109","122","138","131","142","146","172","182","186","197",
"홍제2동","합계","여","독거노인현황(성별)","","","363","376","397","408","462","476","529","527","538","530",
"홍제2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","82","92","92","106","154","182","214","251","136","278",
"홍제2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","15","24","23","21","33","42","51","66","68","74",
"홍제2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","67","68","69","85","121","140","163","185","68","204",
"홍제2동","저소득노인","계","독거노인현황(성별)","","","25","56","50","56","37","27","51","9","15","24",
"홍제2동","저소득노인","남","독거노인현황(성별)","","","6","8","8","9","5","6","17","6","2","6",
"홍제2동","저소득노인","여","독거노인현황(성별)","","","19","48","42","47","32","21","34","3","13","18",
"홍제2동","일   반","계","독거노인현황(성별)","","","365","350","393","377","413","413","436","449","573","425",
"홍제2동","일   반","남","독거노인현황(성별)","","","88","90","107","101","104","98","104","110","116","117",
"홍제2동","일   반","여","독거노인현황(성별)","","","277","260","286","276","309","315","332","339","457","308",
"홍은1동","합계","계","독거노인현황(성별)","","","902","897","939","968","976","1006","1120","1129","1181","1212",
"홍은1동","합계","남","독거노인현황(성별)","","","242","241","263","274","273","279","314","318","337","341",
"홍은1동","합계","여","독거노인현황(성별)","","","660","656","676","694","703","727","806","811","844","871",
"홍은1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","166","185","188","215","231","246","294","309","328","364",
"홍은1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","47","55","59","71","80","89","104","111","114","133",
"홍은1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","119","130","129","144","151","157","190","198","214","231",
"홍은1동","저소득노인","계","독거노인현황(성별)","","","23","46","59","56","63","52","76","12","39","53",
"홍은1동","저소득노인","남","독거노인현황(성별)","","","3","12","16","15","13","11","24","4","7","12",
"홍은1동","저소득노인","여","독거노인현황(성별)","","","20","34","43","41","50","41","52","8","32","41",
"홍은1동","일   반","계","독거노인현황(성별)","","","713","666","692","697","682","708","750","808","814","795",
"홍은1동","일   반","남","독거노인현황(성별)","","","192","174","188","188","180","179","186","203","216","196",
"홍은1동","일   반","여","독거노인현황(성별)","","","521","492","504","509","502","529","564","605","598","599",
"홍은2동","합계","계","독거노인현황(성별)","","","874","891","926","966","1023","1085","1226","1209","1275","1299",
"홍은2동","합계","남","독거노인현황(성별)","","","263","273","283","300","308","316","364","354","375","389",
"홍은2동","합계","여","독거노인현황(성별)","","","611","618","643","666","715","769","862","855","900","910",
"홍은2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","111","127","131","150","168","207","276","303","256","355",
"홍은2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","31","37","42","45","51","69","98","97","32","128",
"홍은2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","80","90","89","105","117","138","178","206","224","227",
"홍은2동","저소득노인","계","독거노인현황(성별)","","","30","44","47","48","53","51","96","6","26","57",
"홍은2동","저소득노인","남","독거노인현황(성별)","","","8","14","17","18","16","15","33","3","3","20",
"홍은2동","저소득노인","여","독거노인현황(성별)","","","22","30","30","30","37","36","63","3","23","37",
"홍은2동","일   반","계","독거노인현황(성별)","","","733","720","748","768","802","827","854","900","993","887",
"홍은2동","일   반","남","독거노인현황(성별)","","","224","222","224","237","241","232","233","254","340","241",
"홍은2동","일   반","여","독거노인현황(성별)","","","509","498","524","531","561","595","621","646","653","646",
"남가좌1동","합계","계","독거노인현황(성별)","","","262","340","353","353","364","369","430","422","444","469",
"남가좌1동","합계","남","독거노인현황(성별)","","","85","104","109","113","120","115","129","115","122","131",
"남가좌1동","합계","여","독거노인현황(성별)","","","177","236","244","240","244","254","301","307","322","338",
"남가좌1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","29","46","47","54","72","80","101","118","130","140",
"남가좌1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","9","12","14","20","29","29","37","39","41","46",
"남가좌1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","20","34","33","34","43","51","64","79","89","94",
"남가좌1동","저소득노인","계","독거노인현황(성별)","","","11","22","20","11","13","13","22","5","5","12",
"남가좌1동","저소득노인","남","독거노인현황(성별)","","","3","5","5","4","4","4","9","2","-","3",
"남가좌1동","저소득노인","여","독거노인현황(성별)","","","8","17","15","7","9","9","13","3","5","9",
"남가좌1동","일   반","계","독거노인현황(성별)","","","222","272","286","288","279","276","307","299","309","317",
"남가좌1동","일   반","남","독거노인현황(성별)","","","73","87","90","89","87","82","83","74","81","82",
"남가좌1동","일   반","여","독거노인현황(성별)","","","149","185","196","199","192","194","224","225","228","235",
"남가좌2동","합계","계","독거노인현황(성별)","","","950","826","870","937","1086","1152","1239","1280","1368","1432",
"남가좌2동","합계","남","독거노인현황(성별)","","","259","211","235","275","325","347","382","403","440","480",
"남가좌2동","합계","여","독거노인현황(성별)","","","691","615","635","662","761","805","857","877","928","952",
"남가좌2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","177","165","177","217","280","366","407","441","470","507",
"남가좌2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","44","34","38","49","78","112","123","149","168","186",
"남가좌2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","133","131","139","168","202","254","284","292","302","321",
"남가좌2동","저소득노인","계","독거노인현황(성별)","","","46","58","62","53","70","52","65","7","27","39",
"남가좌2동","저소득노인","남","독거노인현황(성별)","","","15","19","19","20","17","14","25","2","9","13",
"남가좌2동","저소득노인","여","독거노인현황(성별)","","","31","39","43","33","53","38","40","5","18","26",
"남가좌2동","일   반","계","독거노인현황(성별)","","","727","603","631","667","736","734","767","832","871","886",
"남가좌2동","일   반","남","독거노인현황(성별)","","","200","158","178","206","230","221","234","252","263","281",
"남가좌2동","일   반","여","독거노인현황(성별)","","","527","445","453","461","506","513","533","580","608","605",
"북가좌1동","합계","계","독거노인현황(성별)","","","378","388","416","437","493","501","569","559","585","612",
"북가좌1동","합계","남","독거노인현황(성별)","","","101","108","119","123","146","138","155","149","153","163",
"북가좌1동","합계","여","독거노인현황(성별)","","","277","280","297","314","347","363","414","410","432","449",
"북가좌1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","40","44","49","75","103","116","144","154","164","184",
"북가좌1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","9","9","9","20","30","31","42","37","41","50",
"북가좌1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","31","35","40","55","73","85","102","117","123","134",
"북가좌1동","저소득노인","계","독거노인현황(성별)","","","14","24","23","18","26","21","37","10","15","30",
"북가좌1동","저소득노인","남","독거노인현황(성별)","","","3","5","4","2","4","6","15","3","5","11",
"북가좌1동","저소득노인","여","독거노인현황(성별)","","","11","19","19","16","22","15","22","7","10","19",
"북가좌1동","일   반","계","독거노인현황(성별)","","","324","320","344","344","364","364","388","395","406","398",
"북가좌1동","일   반","남","독거노인현황(성별)","","","89","94","106","101","112","101","98","109","107","102",
"북가좌1동","일   반","여","독거노인현황(성별)","","","235","226","238","243","252","263","290","286","299","296",
"북가좌2동","합계","계","독거노인현황(성별)","","","1076","1161","1270","1333","1445","1446","1581","1604","1678","1799",
"북가좌2동","합계","남","독거노인현황(성별)","","","305","320","366","398","443","449","515","514","548","583",
"북가좌2동","합계","여","독거노인현황(성별)","","","771","841","904","935","1002","997","1066","1090","1130","1216",
"북가좌2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","141","163","180","212","281","336","418","476","533","570",
"북가좌2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","38","44","52","60","88","114","144","173","198","209",
"북가좌2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","103","119","128","152","193","222","274","303","335","361",
"북가좌2동","저소득노인","계","독거노인현황(성별)","","","35","67","72","51","63","62","123","10","48","78",
"북가좌2동","저소득노인","남","독거노인현황(성별)","","","12","22","18","15","15","11","45","6","7","25",
"북가좌2동","저소득노인","여","독거노인현황(성별)","","","23","45","54","36","48","51","78","4","41","53",
"북가좌2동","일   반","계","독거노인현황(성별)","","","900","931","1018","1070","1101","1048","1040","1118","1097","1151",
"북가좌2동","일   반","남","독거노인현황(성별)","","","255","254","296","323","340","324","326","335","343","349",
"북가좌2동","일   반","여","독거노인현황(성별)","","","645","677","722","747","761","724","714","783","754","802",
"충현동","합계","계","독거노인현황(성별)","","","742","760","783","788","841","861","938","941","987","1009",
"충현동","합계","남","독거노인현황(성별)","","","223","231","252","264","282","289","339","349","368","378",
"충현동","합계","여","독거노인현황(성별)","","","519","529","531","524","559","572","599","592","619","631",
"충현동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","114","118","126","138","167","191","247","265","290","292",
"충현동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","24","29","38","41","65","80","109","119","130","134",
"충현동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","90","89","88","97","102","111","138","146","160","158",
"충현동","저소득노인","계","독거노인현황(성별)","","","17","38","38","38","47","43","40","14","21","36",
"충현동","저소득노인","남","독거노인현황(성별)","","","4","11","7","10","11","10","14","7","4","14",
"충현동","저소득노인","여","독거노인현황(성별)","","","13","27","31","28","36","33","26","7","17","22",
"충현동","일   반","계","독거노인현황(성별)","","","611","604","619","612","627","627","651","662","676","681",
"충현동","일   반","남","독거노인현황(성별)","","","195","191","207","213","206","199","216","223","234","230",
"충현동","일   반","여","독거노인현황(성별)","","","416","413","412","399","421","428","435","439","442","451",
"북아현동","합계","계","독거노인현황(성별)","","","418","484","538","562","586","595","633","646","669","699",
"북아현동","합계","남","독거노인현황(성별)","","","109","146","158","156","175","175","180","195","212","234",
"북아현동","합계","여","독거노인현황(성별)","","","309","338","380","406","411","420","453","451","457","465",
"북아현동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","47","65","72","100","143","175","190","203","210","218",
"북아현동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","19","27","29","39","54","63","67","79","78","90",
"북아현동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","28","38","43","61","89","112","123","124","132","128",
"북아현동","저소득노인","계","독거노인현황(성별)","","","11","20","28","24","22","19","25","6","12","18",
"북아현동","저소득노인","남","독거노인현황(성별)","","","2","4","6","6","3","4","8","2","2","3",
"북아현동","저소득노인","여","독거노인현황(성별)","","","9","16","22","18","19","15","17","4","10","15",
"북아현동","일   반","계","독거노인현황(성별)","","","360","399","438","438","421","401","418","437","447","463",
"북아현동","일   반","남","독거노인현황(성별)","","","88","115","123","111","118","108","105","114","132","141",
"북아현동","일   반","여","독거노인현황(성별)","","","272","284","315","327","303","293","313","323","315","322",
"신촌동","합계","계","독거노인현황(성별)","","","525","528","548","545","562","537","609","593","646","641",
"신촌동","합계","남","독거노인현황(성별)","","","155","159","168","168","178","176","203","192","207","211",
"신촌동","합계","여","독거노인현황(성별)","","","370","369","380","377","384","361","406","401","439","430",
"신촌동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","53","54","52","60","79","88","93","96","107","109",
"신촌동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","16","17","16","24","34","34","33","31","36","36",
"신촌동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","37","37","36","36","45","54","60","65","71","73",
"신촌동","저소득노인","계","독거노인현황(성별)","","","14","27","25","23","26","24","42","19","14","20",
"신촌동","저소득노인","남","독거노인현황(성별)","","","4","7","6","6","6","6","15","6","1","6",
"신촌동","저소득노인","여","독거노인현황(성별)","","","10","20","19","17","20","18","27","13","13","14",
"신촌동","일   반","계","독거노인현황(성별)","","","458","447","471","462","457","425","474","478","525","512",
"신촌동","일   반","남","독거노인현황(성별)","","","135","135","146","138","138","136","155","155","170","169",
"신촌동","일   반","여","독거노인현황(성별)","","","323","312","325","324","319","289","319","323","355","343",
"연희동","합계","계","독거노인현황(성별)","","","1237","1245","1314","1365","1481","1317","1408","1435","1479","1561",
"연희동","합계","남","독거노인현황(성별)","","","331","344","375","397","428","374","413","421","430","459",
"연희동","합계","여","독거노인현황(성별)","","","906","901","939","968","1053","943","995","1014","1049","1102",
"연희동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","116","113","137","172","211","206","252","281","291","342",
"연희동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","31","32","43","56","68","72","73","80","80","111",
"연희동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","85","81","94","116","143","134","179","201","211","231",
"연희동","저소득노인","계","독거노인현황(성별)","","","18","44","47","36","46","43","49","13","23","33",
"연희동","저소득노인","남","독거노인현황(성별)","","","4","11","11","11","10","11","17","9","10","17",
"연희동","저소득노인","여","독거노인현황(성별)","","","14","33","36","25","36","32","32","4","13","16",
"연희동","일   반","계","독거노인현황(성별)","","","1103","1088","1130","1157","1224","1068","1107","1141","1165","1186",
"연희동","일   반","남","독거노인현황(성별)","","","296","301","321","330","350","291","323","332","340","331",
"연희동","일   반","여","독거노인현황(성별)","","","807","787","809","827","874","777","784","809","825","855",
"마포구","합계","계","독거노인현황(성별)","","11260","10317","10268","10451","11097","12067","12545","13329","13821","14065","14426",
"마포구","합계","남","독거노인현황(성별)","","3497","2935","2779","2810","2990","3245","3492","3978","3852","3996","4147",
"마포구","합계","여","독거노인현황(성별)","","7763","7382","7489","7641","8107","8822","9053","9351","9969","10069","10279",
"마포구","국민기초생활보장 수급권자","계","독거노인현황(성별)","","1759","1537","1615","1583","1956","2277","2622","3059","3152","3593","3939",
"마포구","국민기초생활보장 수급권자","남","독거노인현황(성별)","","433","425","581","502","615","700","774","1003","1012","1143","1258",
"마포구","국민기초생활보장 수급권자","여","독거노인현황(성별)","","1326","1112","1034","1081","1341","1577","1848","2056","2140","2450","2681",
"마포구","저소득노인","계","독거노인현황(성별)","","1402","491","561","895","935","688","631","554","859","396","650",
"마포구","저소득노인","남","독거노인현황(성별)","","359","95","195","209","221","128","166","150","287","88","220",
"마포구","저소득노인","여","독거노인현황(성별)","","1043","396","366","686","714","560","465","404","572","308","430",
"마포구","일   반","계","독거노인현황(성별)","","8099","8289","8092","7973","8206","9102","9292","9716","9810","10076","9837",
"마포구","일   반","남","독거노인현황(성별)","","2705","2415","2003","2099","2154","2417","2552","2825","2553","2765","2669",
"마포구","일   반","여","독거노인현황(성별)","","5394","5874","6089","5874","6052","6685","6740","6891","7257","7311","7168",
"용강동","합계","계","독거노인현황(성별)","","","600","623","569","576","650","642","661","709","721","732",
"용강동","합계","남","독거노인현황(성별)","","","153","154","151","156","135","186","192","206","215","225",
"용강동","합계","여","독거노인현황(성별)","","","447","469","418","420","515","456","469","503","506","507",
"용강동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","56","74","66","148","129","129","165","181","193","205",
"용강동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","15","23","19","56","37","36","51","51","56","66",
"용강동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","41","51","47","92","92","93","114","130","137","139",
"용강동","저소득노인","계","독거노인현황(성별)","","","29","24","20","49","30","24","23","49","22","39",
"용강동","저소득노인","남","독거노인현황(성별)","","","11","3","2","10","6","3","0","14","2","9",
"용강동","저소득노인","여","독거노인현황(성별)","","","18","21","18","39","24","21","23","35","20","30",
"용강동","일   반","계","독거노인현황(성별)","","","515","525","483","379","491","489","473","479","506","488",
"용강동","일   반","남","독거노인현황(성별)","","","127","128","130","90","92","147","141","141","157","150",
"용강동","일   반","여","독거노인현황(성별)","","","388","397","353","289","399","342","332","338","349","338",
"대흥동","합계","계","독거노인현황(성별)","","","494","515","528","542","594","608","627","649","685","692",
"대흥동","합계","남","독거노인현황(성별)","","","324","170","172","168","192","200","206","222","240","253",
"대흥동","합계","여","독거노인현황(성별)","","","170","345","356","374","402","408","421","427","445","439",
"대흥동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","83","86","104","106","127","158","180","140","196","190",
"대흥동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","35","32","38","39","50","61","65","73","71","75",
"대흥동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","48","54","66","67","77","97","115","67","125","115",
"대흥동","저소득노인","계","독거노인현황(성별)","","","28","32","42","42","36","38","31","31","11","22",
"대흥동","저소득노인","남","독거노인현황(성별)","","","3","7","8","13","8","12","13","19","6","13",
"대흥동","저소득노인","여","독거노인현황(성별)","","","25","25","34","29","28","26","18","12","5","9",
"대흥동","일   반","계","독거노인현황(성별)","","","383","397","382","394","431","412","416","478","478","480",
"대흥동","일   반","남","독거노인현황(성별)","","","286","131","126","116","134","127","128","130","163","165",
"대흥동","일   반","여","독거노인현황(성별)","","","97","266","256","278","297","285","288","348","315","315",
"염리동","합계","계","독거노인현황(성별)","","","492","476","445","431","436","632","544","778","588","594",
"염리동","합계","남","독거노인현황(성별)","","","144","151","135","125","124","188","161","239","182","180",
"염리동","합계","여","독거노인현황(성별)","","","348","325","310","306","312","444","383","539","406","414",
"염리동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","85","82","94","87","112","111","141","163","165","186",
"염리동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","26","24","29","25","34","36","44","49","50","56",
"염리동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","59","58","65","62","78","75","97","114","115","130",
"염리동","저소득노인","계","독거노인현황(성별)","","","8","8","17","19","21","23","22","49","17","30",
"염리동","저소득노인","남","독거노인현황(성별)","","","1","1","4","4","3","5","5","17","3","10",
"염리동","저소득노인","여","독거노인현황(성별)","","","7","7","13","15","18","18","17","32","14","20",
"염리동","일   반","계","독거노인현황(성별)","","","399","386","334","325","303","498","381","566","406","378",
"염리동","일   반","남","독거노인현황(성별)","","","117","126","102","96","87","147","112","173","129","114",
"염리동","일   반","여","독거노인현황(성별)","","","282","260","232","229","216","351","269","393","277","264",
"신수동","합계","계","독거노인현황(성별)","","","511","527","546","633","662","654","716","704","745","763",
"신수동","합계","남","독거노인현황(성별)","","","134","131","139","164","175","173","206","197","207","219",
"신수동","합계","여","독거노인현황(성별)","","","377","396","407","469","487","481","510","507","538","544",
"신수동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","44","60","41","58","91","110","111","125","137","155",
"신수동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","13","12","11","16","27","35","35","39","51","55",
"신수동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","31","48","30","42","64","75","76","86","86","100",
"신수동","저소득노인","계","독거노인현황(성별)","","","11","22","12","8","21","16","12","53","16","23",
"신수동","저소득노인","남","독거노인현황(성별)","","","1","5","2","2","3","4","4","19","4","5",
"신수동","저소득노인","여","독거노인현황(성별)","","","10","17","10","6","18","12","8","34","12","18",
"신수동","일   반","계","독거노인현황(성별)","","","456","445","493","567","550","528","593","526","592","585",
"신수동","일   반","남","독거노인현황(성별)","","","120","114","126","146","145","134","167","139","152","159",
"신수동","일   반","여","독거노인현황(성별)","","","336","331","367","421","405","394","426","387","440","426",
"서교동","합계","계","독거노인현황(성별)","","","608","614","617","655","687","776","791","815","858","872",
"서교동","합계","남","독거노인현황(성별)","","","179","186","180","203","203","268","254","254","281","275",
"서교동","합계","여","독거노인현황(성별)","","","429","428","437","452","484","508","537","561","577","597",
"서교동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","43","46","44","68","65","161","93","103","107","106",
"서교동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","18","21","23","30","28","31","47","45","47","46",
"서교동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","25","25","21","38","37","130","46","58","60","60",
"서교동","저소득노인","계","독거노인현황(성별)","","","22","26","28","89","29","32","33","19","17","28",
"서교동","저소득노인","남","독거노인현황(성별)","","","5","7","6","34","4","5","7","1","2","9",
"서교동","저소득노인","여","독거노인현황(성별)","","","17","19","22","55","25","27","26","18","15","19",
"서교동","일   반","계","독거노인현황(성별)","","","543","542","545","498","593","583","665","693","734","738",
"서교동","일   반","남","독거노인현황(성별)","","","156","158","151","139","171","232","200","208","232","220",
"서교동","일   반","여","독거노인현황(성별)","","","387","384","394","359","422","351","465","485","502","518",
"합정동","합계","계","독거노인현황(성별)","","","495","525","558","590","648","666","646","650","678","710",
"합정동","합계","남","독거노인현황(성별)","","","131","143","153","166","182","192","187","186","212","206",
"합정동","합계","여","독거노인현황(성별)","","","364","382","405","424","466","474","459","464","466","504",
"합정동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","68","71","59","57","96","88","122","124","130","144",
"합정동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","17","18","18","21","31","34","50","53","56","56",
"합정동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","51","53","41","36","65","54","72","71","74","88",
"합정동","저소득노인","계","독거노인현황(성별)","","","23","22","24","25","37","25","20","23","14","31",
"합정동","저소득노인","남","독거노인현황(성별)","","","8","7","9","13","16","11","9","8","3","11",
"합정동","저소득노인","여","독거노인현황(성별)","","","15","15","15","12","21","14","11","15","11","20",
"합정동","일   반","계","독거노인현황(성별)","","","404","432","475","508","515","553","504","503","534","535",
"합정동","일   반","남","독거노인현황(성별)","","","106","118","126","132","135","147","128","125","153","139",
"합정동","일   반","여","독거노인현황(성별)","","","298","314","349","376","380","406","376","378","381","396",
"망원1동","합계","계","독거노인현황(성별)","","","710","720","733","947","839","725","832","858","902","923",
"망원1동","합계","남","독거노인현황(성별)","","","193","195","202","259","230","194","228","228","240","252",
"망원1동","합계","여","독거노인현황(성별)","","","517","525","531","688","609","531","604","630","662","671",
"망원1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","131","138","173","166","168","192","208","203","223","253",
"망원1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","25","27","50","58","43","55","61","65","72","89",
"망원1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","106","111","123","108","125","137","147","138","151","164",
