연번,시,구,동,도로명,시도청,경찰서,치안센터명,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
381,전북특별자치도,임실군,신덕면,97,전북청,임실,신덕치안센터, 임실군 신덕면 수리로 97,임실군 신덕면 수리로 97,216066,242686,(도로명 없음)법정동 좌표,527500,구주소,,전북특별자치도 임실군 신덕면 97,,52750360000,신덕면,52750360000,신덕면,전북특별자치도 임실군 신덕면 97
382,전북특별자치도,임실군,덕치면,인덕로 1395,전북청,임실,덕치치안센터, 임실군 덕치면 인덕로 1395,임실군 덕치면 인덕로 1395,214173,223345,정좌표,527504002810118,새주소,전북특별자치도 임실군 덕치면 인덕로 1395,전북특별자치도 임실군 덕치면 회문리 100-1,559410,52750400000,덕치면,52750400280,덕치면 회문리,전북특별자치도 임실군 덕치면 인덕로 1395
383,전북특별자치도,임실군,운암면,상운길 58,전북청,임실,운암치안센터, 임실군 운암면 상운길 58,임실군 운암면 상운길 58,213844,240683,정좌표,52750320261052118,새주소,전북특별자치도 임실군 운암면 상운길 58,전북특별자치도 임실군 운암면 쌍암리 521-1,559040,52750320000,운암면,52750320260,운암면 쌍암리,전북특별자치도 임실군 운암면 상운길 58
384,전북특별자치도,순창군,유등면,유등로 385,전북청,순창,유등치안센터,순창군 유등면 유등로 385,순창군 유등면 유등로 385,216833,206860,정좌표,52770390231055818,새주소,전북특별자치도 순창군 유등면 유등로 385,전북특별자치도 순창군 유등면 외이리 558-1,560250,52770390000,유등면,52770390230,유등면 외이리,전북특별자치도 순창군 유등면 유등로 385
385,전북특별자치도,순창군,풍산면,금풍로 1027,전북청,순창,풍산치안센터,순창군 풍산면 금풍로 1027,순창군 풍산면 금풍로 1027,212620,204308,정좌표,52770330311028918,새주소,전북특별자치도 순창군 풍산면 금풍로 1027,전북특별자치도 순창군 풍산면 용내리 289-2,560540,52770330000,풍산면,52770330310,풍산면 용내리,전북특별자치도 순창군 풍산면 금풍로 1027
386,전북특별자치도,순창군,인계면,인덕로 221,전북청,순창,인계치안센터,순창군 인계면 인덕로 221,순창군 인계면 인덕로 221,212770,212426,정좌표,52770310221093418,새주소,전북특별자치도 순창군 인계면 인덕로 221,전북특별자치도 순창군 인계면 도룡리 934-5,560170,52770310000,인계면,52770310220,인계면 도룡리,전북특별자치도 순창군 인계면 인덕로 221
387,전북특별자치도,순창군,금과면,금풍로 5,전북청,순창,금과치안센터,순창군 금과면 금풍로 5,순창군 금과면 금풍로 5,206852,205878,정좌표,52770340321069318,새주소,전북특별자치도 순창군 금과면 금풍로 5,전북특별자치도 순창군 금과면 방축리 693-4,560520,52770340000,금과면,52770340320,금과면 방축리,전북특별자치도 순창군 금과면 금풍로 5
388,전북특별자치도,순창군,적성면,적성로 143,전북청,순창,적성치안센터,순창군 적성면 적성로 143,순창군 적성면 적성로 143,218942,210910,정좌표,52770380241074418,새주소,전북특별자치도 순창군 적성면 적성로 143,전북특별자치도 순창군 적성면 고원리 744-1,560230,52770380000,적성면,52770380240,적성면 고원리,전북특별자치도 순창군 적성면 적성로 143
389,전북특별자치도,진안군,상전면,진성로 246,전북청,진안,상전치안센터,진안군 상전면 진성로 246,진안군 상전면 진성로 246,243987,258671,정좌표,5272034022100718,새주소,전북특별자치도 진안군 상전면 진성로 246,전북특별자치도 진안군 상전면 주평리 70-1,554120,52720340000,상전면,52720340220,상전면 주평리,전북특별자치도 진안군 상전면 진성로 246
390,전북특별자치도,진안군,안천면,노성리 692-2,전북청,진안,안천치안센터,진안군 안천면 노성리 692-2,진안군 안천면 노성리 692-2,250118,266624,인근좌표,527200,구주소,,전북특별자치도 진안군 안천면 노성리 692-2,,52720320000,안천면,52720320210,안천면 노성리,전북특별자치도 진안군 안천면 노성리 692-2
391,전북특별자치도,진안군,용담면,송풍리 903-7,전북청,진안,용담치안센터,진안군 용담면 송풍리 903-7,진안군 용담면 송풍리 903-7,246539,274425,인근좌표,527200,구주소,,전북특별자치도 진안군 용담면 송풍리 903-7,,52720310000,용담면,52720310250,용담면 송풍리,전북특별자치도 진안군 용담면 송풍리 903-7
392,전북특별자치도,장수군,계남면,장수로 3073,전북청,장수,계남치안센타,장수군 계남면 장수로 3073,장수군 계남면 장수로 3073,252222,244953,정좌표,52740350251098218,새주소,전북특별자치도 장수군 계남면 장수로 3073,전북특별자치도 장수군 계남면 화음리 982-2,556230,52740350000,계남면,52740350250,계남면 화음리,전북특별자치도 장수군 계남면 장수로 3073
393,전북특별자치도,무주군,적상면,괴목로 542,전북청,무주,괴목치안센터, 무주군 적상면 괴목로 542,무주군 적상면 괴목로 542,264471,272169,정좌표,52730330271079618,새주소,전북특별자치도 무주군 적상면 괴목로 542,전북특별자치도 무주군 적상면 포내리 796-3,555290,52730330000,적상면,52730330270,적상면 포내리,전북특별자치도 무주군 적상면 괴목로 542
394,전라남도,목포시,달리길,361,전남청,목포서,달리도치안센터,전남 목포시 달리길 361,전남 목포시 달리길 361,138251,142296,정좌표,46110161001002818,새주소,전라남도 목포시 달리길 361,전라남도 목포시 달동 28-13,587610,46110660000,유달동,46110161000,달동,전라남도 목포시 달리길 361
395,전라남도,목포시,율도안길,1-4,전남청,목포서,율도치안센터,전남 목포시 율도안길 1-4,전남 목포시 율도안길 1-4,137617,144288,정좌표,46110162001047318,새주소,전라남도 목포시 율도안길 1-4,전라남도 목포시 율도동 473,587600,46110660000,유달동,46110162000,율도동,전라남도 목포시 율도안길 1-4
396,전라남도,여수시,성산로,43,전남청,여수서,무선치안센터,전남 여수시 성산로 43,전남 여수시 성산로 43,258703,141981,정좌표,46130137001085618,새주소,전라남도 여수시 성산로 43,전라남도 여수시 화장동 856-1,596370,46130800000,여천동,46130137000,화장동,전라남도 여수시 성산로 43
397,전라남도,여수시,소호로,644,전남청,여수서,안산치안센터,전남 여수시 소호로 644,전남 여수시 소호로 644,259986,140243,정좌표,4613012800101918,새주소,전라남도 여수시 소호로 644,전라남도 여수시 학동 190-1,596740,46130780000,쌍봉동,46130128000,학동,전라남도 여수시 소호로 644
398,전라남도,여수시,대경도2길,14,전남청,여수서,대경도치안센터,전남 여수시 대경도2길 14,전남 여수시 대경도2길 14,266100,135767,정좌표,4613012700105218,새주소,전라남도 여수시 대경도2길 14,전라남도 여수시 경호동 520-1,597660,46130685000,월호동,46130127000,경호동,전라남도 여수시 대경도2길 14
399,전라남도,여수시,어항단지로,18,전남청,여수서,국동치안센터,전남 여수시 어항단지로 18,전남 여수시 어항단지로 18,265564,136582,정좌표,46130117001108218,새주소,전라남도 여수시 어항단지로 18,전라남도 여수시 국동 1082-1,597600,46130670000,국동,46130117000,국동,전라남도 여수시 어항단지로 18
400,전라남도,여수시,삼산면,대동길 10,전남청,여수서,초도치안센터,전남 여수시 삼산면 대동길 10,전남 여수시 삼산면 대동길 10,222756,82444,정좌표,46130360252032318,새주소,전라남도 여수시 삼산면 대동길 10,전라남도 여수시 삼산면 초도리 산 323,597890,46130360000,삼산면,46130360250,삼산면 초도리,전라남도 여수시 삼산면 대동길 10
401,전라남도,여수시,삼산면,평도길 42,전남청,여수서,손죽치안센터,전남 여수시 삼산면 평도길 42,전남 여수시 삼산면 평도길 42,241307,83001,정좌표,46130360262019818,새주소,전라남도 여수시 삼산면 평도길 42,전라남도 여수시 삼산면 손죽리 산 198,597880,46130360000,삼산면,46130360260,삼산면 손죽리,전라남도 여수시 삼산면 평도길 42
402,전라남도,여수시,화정면,개도화산1길 4,전남청,여수서,개도치안센터,전남 여수시 화정면 개도화산1길 4,전남 여수시 화정면 개도화산1길 4,260820,119496,정좌표,46130350231050418,새주소,전라남도 여수시 화정면 개도화산1길 4,전라남도 여수시 화정면 개도리 504-9,597830,46130350000,화정면,46130350230,화정면 개도리,전라남도 여수시 화정면 개도화산1길 4
403,전라남도,여수시,화정면,여산길 75,전남청,여수서,낭도치안센터,전남 여수시 화정면 여산길 75,전남 여수시 화정면 여산길 75,249380,123215,정좌표,46130350271130618,새주소,전라남도 여수시 화정면 여산길 75,전라남도 여수시 화정면 낭도리 1306-9,597810,46130350000,화정면,46130350270,화정면 낭도리,전라남도 여수시 화정면 여산길 75
404,전라남도,여수시,화정면,월호골길 10,전남청,여수서,월호치안센터,전남 여수시 화정면 월호골길 10,전남 여수시 화정면 월호골길 10,266103,120049,정좌표,46130350221021318,새주소,전라남도 여수시 화정면 월호골길 10,전라남도 여수시 화정면 월호리 213-6,597820,46130350000,화정면,46130350220,화정면 월호리,전라남도 여수시 화정면 월호골길 10
405,전라남도,여수시,화정면,여자대동길 29-4,전남청,여수서,여자치안센터,전남 여수시 화정면 여자대동길 29-4,전남 여수시 화정면 여자대동길 29-4,245015,140907,정좌표,46130350301069618,새주소,전라남도 여수시 화정면 여자대동길 29-4,전라남도 여수시 화정면 여자리 696,596500,46130350000,화정면,46130350300,화정면 여자리,전라남도 여수시 화정면 여자대동길 29-4
406,전라남도,여수시,화정면,적금뒷등길 5-12,전남청,여수서,적금치안센터,전남 여수시 화정면 적금뒷등길 5-12,전남 여수시 화정면 적금뒷등길 5-12,247118,125427,정좌표,46130350291033518,새주소,전라남도 여수시 화정면 적금뒷등길 5-12,전라남도 여수시 화정면 적금리 335,597810,46130350000,화정면,46130350290,화정면 적금리,전라남도 여수시 화정면 적금뒷등길 5-12
407,전라남도,여수시,남면,연도리 1619-10,전남청,여수서,연도치안센터,전남 여수시 남면 연도리 1619-10,전남 여수시 남면 연도리 1619-10,273311,104007,정좌표,46130340261161918,구주소,,전라남도 여수시 남면 연도리 1619-10,597870,46130340000,남면,46130340260,남면 연도리,전라남도 여수시 남면 연도리 1619-10
408,전라남도,순천시,상사면,상사호길 336,전남청,순천서,상사치안센터,전남 순천시 상사면 상사호길 336,전남 순천시 상사면 상사호길 336,241452,160199,정좌표,46150400211038218,새주소,전라남도 순천시 상사면 상사호길 336,전라남도 순천시 상사면 흘산리 382,579190,46150400000,상사면,46150400210,상사면 흘산리,전라남도 순천시 상사면 상사호길 336
409,전라남도,순천시,월등면,월등로 552,전남청,순천서,월등치안센터,전남 순천시 월등면 월등로 552,전남 순천시 월등면 월등로 552,234735,177021,정좌표,46150340211027218,새주소,전라남도 순천시 월등면 월등로 552,전라남도 순천시 월등면 대평리 272-7,579020,46150340000,월등면,46150340210,월등면 대평리,전라남도 순천시 월등면 월등로 552
410,전라남도,순천시,외서면,쌍향수길 476,전남청,순천서,외서치안센터,전남 순천시 외서면 쌍향수길 476,전남 순천시 외서면 쌍향수길 476,225017,157515,정좌표,46150370241013818,새주소,전라남도 순천시 외서면 쌍향수길 476,전라남도 순천시 외서면 월암리 138-1,579150,46150370000,외서면,46150370240,외서면 월암리,전라남도 순천시 외서면 쌍향수길 476
411,전라남도,나주시,다도면,다도로 767,전남청,나주서,다도치안센터,전남 나주시 다도면 다도로 767,전남 나주시 다도면 다도로 767,184152,160855,정좌표,46170420261031118,새주소,전라남도 나주시 다도면 다도로 767,전라남도 나주시 다도면 신동리 311-1,583190,46170420000,다도면,46170420260,다도면 신동리,전라남도 나주시 다도면 다도로 767
412,전라남도,나주시,세지면,동창로 120,전남청,나주서,세지치안센터,전남 나주시 세지면 동창로 120,전남 나주시 세지면 동창로 120,176913,157815,정좌표,46170310211027118,새주소,전라남도 나주시 세지면 동창로 120,전라남도 나주시 세지면 오봉리 271-8,583180,46170310000,세지면,46170310210,세지면 오봉리,전라남도 나주시 세지면 동창로 120
413,전라남도,나주시,문평면,체암로 308,전남청,나주서,문평치안센터,전남 나주시 문평면 안곡리 119-4,전남 나주시 문평면 안곡리 119-4,163770,173031,정좌표,46170370211011918,구주소,전라남도 나주시 문평면 체암로 308,전라남도 나주시 문평면 안곡리 119-4,582040,46170370000,문평면,46170370210,문평면 안곡리,전라남도 나주시 문평면 체암로 308
414,전라남도,나주시,동강면,동강로 569,전남청,나주서,동강치안센터,전남 나주시 동강면 동강로 569,전남 나주시 동강면 동강로 569,160097,159664,정좌표,4617035021103418,새주소,전라남도 나주시 동강면 동강로 569,전라남도 나주시 동강면 인동리 340-6,582920,46170350000,동강면,46170350210,동강면 인동리,전라남도 나주시 동강면 동강로 569
415,전라남도,나주시,반남면,고분로 607,전남청,나주서,반남치안센터,전남 나주시 반남면 고분로 607,전남 나주시 반남면 고분로 607,168171,156145,정좌표,46170330211002718,새주소,전라남도 나주시 반남면 고분로 607,전라남도 나주시 반남면 흥덕리 27-6,583020,46170330000,반남면,46170330210,반남면 흥덕리,전라남도 나주시 반남면 고분로 607
416,전라남도,광양시,봉강면,조양길 47,전남청,광양서,봉강치안센터,전남 광양시 봉강면 조양길 47,전남 광양시 봉강면 조양길 47,252936,168135,정좌표,46230310231075118,새주소,전라남도 광양시 봉강면 조양길 47,전라남도 광양시 봉강면 봉당리 751-5,577010,46230310000,봉강면,46230310230,봉강면 봉당리,전라남도 광양시 봉강면 조양길 47
417,전라남도,광양시,진월면,선소중앙길 34,전남청,광양서,진월치안센터,전남 광양시 진월면 선소중앙길 34,전남 광양시 진월면 선소중앙길 34,269135,164610,정좌표,46230350241081218,새주소,전라남도 광양시 진월면 선소중앙길 34,전라남도 광양시 진월면 선소리 812-27,577120,46230350000,진월면,46230350240,진월면 선소리,전라남도 광양시 진월면 선소중앙길 34
418,전라남도,광양시,다압면,섬진강매화로 2137,전남청,광양서,다압치안센터,전남 광양시 다압면 섬진강매화로 2137,전남 광양시 다압면 섬진강매화로 2137,262919,180643,정좌표,46230360231137118,새주소,전라남도 광양시 다압면 섬진강매화로 2137,전라남도 광양시 다압면 고사리 1371,577090,46230360000,다압면,46230360230,다압면 고사리,전라남도 광양시 다압면 섬진강매화로 2137
419,전라남도,고흥군,두원면,두원로 456,전남청,고흥서,두원치안센터,전남 고흥군 두원면 두원로 456,전남 고흥군 두원면 두원로 456,225173,127402,정좌표,46770420301084618,새주소,전라남도 고흥군 두원면 두원로 456,전라남도 고흥군 두원면 용산리 846-4,595140,46770420000,두원면,46770420300,두원면 용산리,전라남도 고흥군 두원면 두원로 456
420,전라남도,고흥군,도덕면,고흥로 481,전남청,고흥서,도덕치안센터,전남 고흥군 도덕면 고흥로 481,전남 고흥군 도덕면 고흥로 481,216081,118646,정좌표,46770320211004718,새주소,전라남도 고흥군 도덕면 고흥로 481,전라남도 고흥군 도덕면 도덕리 47-10,595460,46770320000,도덕면,46770320210,도덕면 도덕리,전라남도 고흥군 도덕면 고흥로 481
421,전라남도,고흥군,도양읍,시산살푸섬길 7-2,전남청,고흥서,시산치안센터,전남 고흥군 도양읍 시산살푸섬길 7-2,전남 고흥군 도양읍 시산살푸섬길 7-2,223816,99604,정좌표,46770253271013318,새주소,전라남도 고흥군 도양읍 시산살푸섬길 7-2,전라남도 고흥군 도양읍 시산리 133,595630,46770253000,도양읍,46770253270,도양읍 시산리,전라남도 고흥군 도양읍 시산살푸섬길 7-2
422,전라남도,고흥군,남양면,남양희망길 5-4,전남청,고흥서,남양치안센터,전남 고흥군 남양면 남양희망길 5-4,전남 고흥군 남양면 남양희망길 5-4,230953,136691,정좌표,46770390241070318,새주소,전라남도 고흥군 남양면 남양희망길 5-4,전라남도 고흥군 남양면 남양리 703-7,595090,46770390000,남양면,46770390240,남양면 남양리,전라남도 고흥군 남양면 남양희망길 5-4
423,전라남도,고흥군,남양면,우주항공로 4070,전남청,고흥서,탄포치안센터,전남 고흥군 남양면 우주항공로 4070,전남 고흥군 남양면 우주항공로 4070,230467,139364,정좌표,46770390281089318,새주소,전라남도 고흥군 남양면 우주항공로 4070,전라남도 고흥군 남양면 침교리 893-1,595050,46770390000,남양면,46770390280,남양면 침교리,전라남도 고흥군 남양면 우주항공로 4070
424,전라남도,고흥군,동일면,우주로 2613,전남청,고흥서,동일치안센터,전남 고흥군 동일면 우주로 2613,전남 고흥군 동일면 우주로 2613,242889,111711,정좌표,46770450221082518,새주소,전라남도 고흥군 동일면 우주로 2613,전라남도 고흥군 동일면 백양리 825-5,595670,46770450000,동일면,46770450220,동일면 백양리,전라남도 고흥군 동일면 우주로 2613
425,전라남도,해남군,계곡면,해남로 1438,전남청,해남서,계곡치안센터,전남 해남군 계곡면 해남로 1438,전남 해남군 계곡면 해남로 1438,168671,127475,정좌표,46820380211008918,새주소,전라남도 해남군 계곡면 해남로 1438,전라남도 해남군 계곡면 성진리 89-6,590180,46820380000,계곡면,46820380210,계곡면 성진리,전라남도 해남군 계곡면 해남로 1438
426,전라남도,해남군,북일면,만월길 26-8,전남청,해남서,북일치안센터,전남 해남군 북일면 만월길 26-8,전남 해남군 북일면 만월길 26-8,169784,107403,정좌표,46820360241015818,새주소,전라남도 해남군 북일면 만월길 26-8,전라남도 해남군 북일면 흥촌리 158-1,590510,46820360000,북일면,46820360240,북일면 흥촌리,전라남도 해남군 북일면 만월길 26-8
427,전라남도,무안군,망운면,망운로 5,전남청,무안서,망운치안센터,전남 무안군 망운면 망운로 5,전남 무안군 망운면 망운로 5,144401,168371,정좌표,46840350221021518,새주소,전라남도 무안군 망운면 망운로 5,전라남도 무안군 망운면 목서리 215-1,585340,46840350000,망운면,46840350220,망운면 목서리,전라남도 무안군 망운면 망운로 5
428,전라남도,무안군,몽탄면,몽탄로 846,전남청,무안서,몽탄치안센터,전남 무안군 몽탄면 몽탄로 846,전남 무안군 몽탄면 몽탄로 846,154521,159352,정좌표,46840320311073318,새주소,전라남도 무안군 몽탄면 몽탄로 846,전라남도 무안군 몽탄면 구산리 733,585460,46840320000,몽탄면,46840320310,몽탄면 구산리,전라남도 무안군 몽탄면 몽탄로 846
429,전라남도,장흥군,부산면,부산로 3,전남청,장흥서,부산치안센터,전남 장흥군 부산면 부산로 3,전남 장흥군 부산면 부산로 3,191055,135969,정좌표,46800360231051618,새주소,전라남도 장흥군 부산면 부산로 3,전라남도 장흥군 부산면 유량리 516-25,593020,46800360000,부산면,46800360230,부산면 유량리,전라남도 장흥군 부산면 부산로 3
430,전라남도,장흥군,유치면,유치로 32,전남청,장흥서,유치치안센터,전남 장흥군 유치면 유치로 32,전남 장흥군 유치면 유치로 32,185104,144848,정좌표,46800350361007318,새주소,전라남도 장흥군 유치면 유치로 32,전라남도 장흥군 유치면 원등리 73,593010,46800350000,유치면,46800350360,유치면 원등리,전라남도 장흥군 유치면 유치로 32
431,전라남도,장흥군,장동면,흥성로 1568,전남청,장흥서,장동치안센터,전남 장흥군 장동면 흥성로 1568,전남 장흥군 장동면 흥성로 1568,199692,139253,정좌표,46800330251000218,새주소,전라남도 장흥군 장동면 흥성로 1568,전라남도 장흥군 장동면 북교리 2,593070,46800330000,장동면,46800330250,장동면 북교리,전라남도 장흥군 장동면 흥성로 1568
432,전라남도,보성군,웅치면,일림로 1020,전남청,보성서,웅치치안센터,전남 보성군 웅치면 일림로 1020,전남 보성군 웅치면 일림로 1020,201960,135334,정좌표,46780400211006718,새주소,전라남도 보성군 웅치면 일림로 1020,전라남도 보성군 웅치면 중산리 67-16,594500,46780400000,웅치면,46780400210,웅치면 중산리,전라남도 보성군 웅치면 일림로 1020
433,전라남도,보성군,벌교읍,장도길 204-13,전남청,보성서,장도치안센터,전남 보성군 벌교읍 장도길 204-13,전남 보성군 벌교읍 장도길 204-13,241525,143672,정좌표,46780253411035818,새주소,전라남도 보성군 벌교읍 장도길 204-13,전라남도 보성군 벌교읍 장도리 358-3,594210,46780253000,벌교읍,46780253410,벌교읍 장도리,전라남도 보성군 벌교읍 장도길 204-13
434,전라남도,보성군,문덕면,장운길 50,전남청,보성서,문덕치안센터,전남 보성군 문덕면 장운길 50,전남 보성군 문덕면 장운길 50,215592,158960,정좌표,46780360211065518,새주소,전라남도 보성군 문덕면 장운길 50,전라남도 보성군 문덕면 운곡리 655-7,594000,46780360000,문덕면,46780360210,문덕면 운곡리,전라남도 보성군 문덕면 장운길 50
435,전라남도,보성군,율어면,율어로 554,전남청,보성서,율어치안센터,전남 보성군 율어면 율어로 554,전남 보성군 율어면 율어로 554,216963,152429,정좌표,467803402410528118,새주소,전라남도 보성군 율어면 율어로 554,전라남도 보성군 율어면 문양리 528-1,594090,46780340000,율어면,46780340240,율어면 문양리,전라남도 보성군 율어면 율어로 554
436,전라남도,보성군,노동면,광곡길 19-2,전남청,보성서,노동치안센터,전남 보성군 노동면 광곡길 19-2,전남 보성군 노동면 광곡길 19-2,206434,144408,정좌표,46780310211022718,새주소,전라남도 보성군 노동면 광곡길 19-2,전라남도 보성군 노동면 광곡리 227-5,594440,46780310000,노동면,46780310210,노동면 광곡리,전라남도 보성군 노동면 광곡길 19-2
437,전라남도,영광군,불갑면,함영로 2902,전남청,영광서,불갑치안센터,전남 영광군 불갑면 함영로 2902,전남 영광군 불갑면 함영로 2902,155011,190451,정좌표,46870330281042118,새주소,전라남도 영광군 불갑면 함영로 2902,전라남도 영광군 불갑면 쌍운리 421-7,570590,46870330000,불갑면,46870330280,불갑면 쌍운리,전라남도 영광군 불갑면 함영로 2902
438,전라남도,영광군,군서면,군서로 9,전남청,영광서,군서치안센터,전남 영광군 군서면 군서로 9,전남 영광군 군서면 군서로 9,152589,195093,정좌표,46870340221043418,새주소,전라남도 영광군 군서면 군서로 9,전라남도 영광군 군서면 남죽리 434-3,570330,46870340000,군서면,46870340220,군서면 남죽리,전라남도 영광군 군서면 군서로 9
439,전라남도,영광군,낙월면,안마길 22,전남청,영광서,안마치안센터,전남 영광군 낙월면 안마길 22,전남 영광군 낙월면 안마길 22,110693,205462,정좌표,4687038025205218,새주소,전라남도 영광군 낙월면 안마길 22,전라남도 영광군 낙월면 월촌리 산 520-3,570690,46870380000,낙월면,46870380250,낙월면 월촌리,전라남도 영광군 낙월면 안마길 22
440,전라남도,화순군,화순읍,화보로 4254,전남청,화순서,이십곡치안센터,전남 화순군 화순읍 화보로 4254,전남 화순군 화순읍 화보로 4254,197866,174237,정좌표,46790250321033618,새주소,전라남도 화순군 화순읍 화보로 4254,전라남도 화순군 화순읍 이십곡리 336,581060,46790250000,화순읍,46790250320,화순읍 이십곡리,전라남도 화순군 화순읍 화보로 4254
441,전라남도,화순군,춘양면,춘양로 108,전남청,화순서,춘양치안센터,전남 화순군 춘양면 춘양로 108,전남 화순군 춘양면 춘양로 108,196319,161217,정좌표,46790320211057318,새주소,전라남도 화순군 춘양면 춘양로 108,전라남도 화순군 춘양면 석정리 573-3,581570,46790320000,춘양면,46790320210,춘양면 석정리,전라남도 화순군 춘양면 춘양로 108
442,전라남도,화순군,한천면,한계1길 52,전남청,화순서,한천치안센터,전남 화순군 한천면 한계1길 52,전남 화순군 한천면 한계1길 52,199976,164270,정좌표,46790310231064818,새주소,전라남도 화순군 한천면 한계1길 52,전라남도 화순군 한천면 한계리 648,581470,46790310000,한천면,46790310230,한천면 한계리,전라남도 화순군 한천면 한계1길 52
443,전라남도,화순군,도암면,천태로 425,전남청,화순서,도암치안센터,전남 화순군 도암면 천태로 425,전남 화순군 도암면 천태로 425,190559,159810,정좌표,46790370251062718,새주소,전라남도 화순군 도암면 천태로 425,전라남도 화순군 도암면 원천리 627-2,581580,46790370000,도암면,46790370250,도암면 원천리,전라남도 화순군 도암면 천태로 425
444,전라남도,화순군,청풍면,평지촌길 28,전남청,화순서,청풍치안센터,전남 화순군 청풍면 평지촌길 28,전남 화순군 청풍면 평지촌길 28,197295,153205,정좌표,46790330311074818,새주소,전라남도 화순군 청풍면 평지촌길 28,전라남도 화순군 청풍면 차리 748-49,581620,46790330000,청풍면,46790330310,청풍면 차리,전라남도 화순군 청풍면 평지촌길 28
445,전라남도,화순군,이서면,적벽로 817,전남청,화순서,이서치안센터,전남 화순군 이서면 적벽로 817,전남 화순군 이서면 적벽로 817,206695,179003,정좌표,46790380271042718,새주소,전라남도 화순군 이서면 적벽로 817,전라남도 화순군 이서면 야사리 427-3,581030,46790380000,이서면,46790380270,이서면 야사리,전라남도 화순군 이서면 적벽로 817
446,전라남도,화순군,백아면,학천길 22,전남청,화순서,백아치안센터,전남 화순군 백아면 학천길 22,전남 화순군 백아면 학천길 22,212026,185431,정좌표,46790395301005318,새주소,전라남도 화순군 백아면 학천길 22,전라남도 화순군 백아면 이천리 53-5,581010,46790395000,백아면,46790395300,백아면 이천리,전라남도 화순군 백아면 학천길 22
447,전라남도,함평군,함평읍,주포로 343,전남청,함평서,주포치안센터,전남 함평군 함평읍 주포로 343,전남 함평군 함평읍 주포로 343,151119,177224,정좌표,4686025031103118,새주소,전라남도 함평군 함평읍 주포로 343,전라남도 함평군 함평읍 석성리 310-27,571370,46860250000,함평읍,46860250310,함평읍 석성리,전라남도 함평군 함평읍 주포로 343
448,전라남도,함평군,엄다면,엄다길 9,전남청,함평서,엄다치안센터,전남 함평군 엄다면 엄다길 9,전남 함평군 엄다면 엄다길 9,155342,168204,정좌표,46860340221071218,새주소,전라남도 함평군 엄다면 엄다길 9,전라남도 함평군 엄다면 송로리 712-15,571640,46860340000,엄다면,46860340220,엄다면 송로리,전라남도 함평군 엄다면 엄다길 9
449,전라남도,함평군,신광면,신광중앙길 67,전남청,함평서,신광치안센터,전남 함평군 신광면 신광중앙길 67,전남 함평군 신광면 신광중앙길 67,154021,183897,정좌표,46860320271037718,새주소,전라남도 함평군 신광면 신광중앙길 67,전라남도 함평군 신광면 백운리 377-4,571070,46860320000,신광면,46860320270,신광면 백운리,전라남도 함평군 신광면 신광중앙길 67
450,전라남도,영암군,덕진면,내촌길 18-5,전남청,영암서,덕진치안센터,전남 영암군 덕진면 내촌길 18-5,전남 영암군 덕진면 내촌길 18-5,172150,146629,정좌표,46830310271024418,새주소,전라남도 영암군 덕진면 내촌길 18-5,전라남도 영암군 덕진면 덕진리 244,584080,46830310000,덕진면,46830310270,덕진면 덕진리,전라남도 영암군 덕진면 내촌길 18-5
451,전라남도,영암군,미암면,미중로 15-8,전남청,영암서,미암치안센터,전남 영암군 미암면 미중로 15-8,전남 영암군 미암면 미중로 15-8,160482,133491,정좌표,46830390251003518,새주소,전라남도 영암군 미암면 미중로 15-8,전라남도 영암군 미암면 춘동리 35-15,584440,46830390000,미암면,46830390250,미암면 춘동리,전라남도 영암군 미암면 미중로 15-8
452,전라남도,영암군,서호면,서호로 316,전남청,영암서,서호치안센터,전남 영암군 서호면 서호로 316,전남 영암군 서호면 서호로 316,161808,139736,정좌표,46830370251049818,새주소,전라남도 영암군 서호면 서호로 316,전라남도 영암군 서호면 장천리 498-1,584370,46830370000,서호면,46830370250,서호면 장천리,전라남도 영암군 서호면 서호로 316
453,전라남도,영암군,도포면,호산로 27,전남청,영암서,도포치안센터,전남 영암군 도포면 호산로 27,전남 영암군 도포면 호산로 27,167341,149524,정좌표,46830350251051118,새주소,전라남도 영암군 도포면 호산로 27,전라남도 영암군 도포면 구학리 511-2,584300,46830350000,도포면,46830350250,도포면 구학리,전라남도 영암군 도포면 호산로 27
454,전라남도,영암군,금정면,용두로 11-12,전남청,영암서,금정치안센터,전남 영암군 금정면 용두로 11-12,전남 영암군 금정면 용두로 11-12,176888,151578,정좌표,46830320241115418,새주소,전라남도 영암군 금정면 용두로 11-12,전라남도 영암군 금정면 용흥리 1154,584050,46830320000,금정면,46830320240,금정면 용흥리,전라남도 영암군 금정면 용두로 11-12
455,전라남도,장성군,황룡면,뱃나드리로 91,전남청,장성서,황룡치안센터,전남 장성군 황룡면 뱃나드리로 91,전남 장성군 황룡면 뱃나드리로 91,178610,199220,정좌표,46880360261002118,새주소,전라남도 장성군 황룡면 뱃나드리로 91,전라남도 장성군 황룡면 장산리 21-6,572250,46880360000,황룡면,46880360260,황룡면 장산리,전라남도 장성군 황룡면 뱃나드리로 91
