연번,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,법정동코드_10자리,시도코드,시군구코드,법정동_코드,시,구,동,지역구별 지구대/파출소 수
154,서울청,서울관악,미성,파출소,02-870-0870,서울특별시 관악구  난곡로64가길 31,서울특별시 관악구  난곡로64가길 31,192465.0,441974.0,정좌표,1.16201020011566e+18,새주소,서울특별시 관악구 난곡로64가길 31,서울특별시 관악구 신림동 1566-34,8772.0,1162076500.0,미성동,1162010200.0,신림동,1162010200,11,620,10200,서울특별시,관악구,신림동,8
155,서울청,서울관악,신사,지구대,02-870-0880,서울특별시 관악구  신사로 106,서울특별시 관악구  신사로 106,192342.0,442792.0,정좌표,1.16201020010517e+18,새주소,서울특별시 관악구 신사로 106,서울특별시 관악구 신림동 517-5,8702.0,1162068500.0,신사동,1162010200.0,신림동,1162010200,11,620,10200,서울특별시,관악구,신림동,8
156,서울청,서울강서,화곡,지구대,02-2604-0087,서울특별시 강서구  화곡로 308,서울특별시 강서구  화곡로 308,186684.0,449910.0,정좌표,1.1500103001098001e+18,새주소,서울특별시 강서구 화곡로 308,서울특별시 강서구 화곡동 980-27,7658.0,1150059100.0,화곡6동,1150010300.0,화곡동,1150010300,11,500,10300,서울특별시,강서구,화곡동,11
157,서울청,서울강서,공항,지구대,02-2662-0372,서울특별시 강서구  방화동로 5 ,서울특별시 강서구  방화동로 5 ,182991.0,451138.0,정좌표,1.1500109001062e+18,새주소,서울특별시 강서구 방화동로 5,서울특별시 강서구 방화동 620-111,7620.0,1150064000.0,방화2동,1150010900.0,방화동,1150010900,11,500,10900,서울특별시,강서구,방화동,11
158,서울청,서울강서,까치산,지구대,02-2604-5053,서울특별시 강서구  강서로7길 39,서울특별시 강서구  강서로7길 39,186279.0,447467.0,정좌표,1.15001030010901e+18,새주소,서울특별시 강서구 강서로7길 39,서울특별시 강서구 화곡동 901-14,7777.0,1150054000.0,화곡1동,1150010300.0,화곡동,1150010300,11,500,10300,서울특별시,강서구,화곡동,11
159,서울청,서울강서,가양,지구대,02-3665-9112,서울특별시 강서구 화곡로65길 63,서울특별시 강서구 화곡로65길 63,186688.0,450786.0,정좌표,1.15001020010706e+18,새주소,서울특별시 강서구 화곡로65길 63,서울특별시 강서구 등촌동 706-1,7589.0,1150053500.0,등촌3동,1150010200.0,등촌동,1150010200,11,500,10200,서울특별시,강서구,등촌동,11
160,서울청,서울강서,곰달래,지구대,02-2643-7994,서울특별시 강서구 곰달래로59길 12,서울특별시 강서구 곰달래로59길 12,187832.0,447859.0,정좌표,1.15001030010776e+18,새주소,서울특별시 강서구 곰달래로59길 12,서울특별시 강서구 화곡동 776-4,7741.0,1150057000.0,화곡4동,1150010300.0,화곡동,1150010300,11,500,10300,서울특별시,강서구,화곡동,11
161,서울청,서울강서,방화3,파출소,02-2663-1121,서울특별시 강서구  금낭화로26길 16,서울특별시 강서구  금낭화로26길 16,183562.0,453073.0,정좌표,1.15001090010822e+18,새주소,서울특별시 강서구 금낭화로26길 16,서울특별시 강서구 방화동 822,7512.0,1150064100.0,방화3동,1150010900.0,방화동,1150010900,11,500,10900,서울특별시,강서구,방화동,11
162,서울청,서울강서,염창,지구대,02-3665-0660,서울특별시 강서구 양천로67길 101,서울특별시 강서구 양천로67길 101,188583.0,450369.0,정좌표,1.15001010010217e+18,새주소,서울특별시 강서구 양천로67길 101,서울특별시 강서구 염창동 217-2,7535.0,1150051000.0,염창동,1150010100.0,염창동,1150010100,11,500,10100,서울특별시,강서구,염창동,11
163,서울청,서울강서,등촌2,파출소,02-2651-0330,서울특별시 강서구  등촌로 167 ,서울특별시 강서구  등촌로 167 ,187722.0,449180.0,정좌표,1.15001020010513e+18,새주소,서울특별시 강서구 등촌로 167,서울특별시 강서구 등촌동 513-6,7668.0,1150053000.0,등촌2동,1150010200.0,등촌동,1150010200,11,500,10200,서울특별시,강서구,등촌동,11
164,서울청,서울강서,발산,지구대,02-2662-0330,서울특별시 강서구  수명로2길 46 ,서울특별시 강서구  수명로2길 46 ,184558.0,449696.0,정좌표,1.15001060010748e+18,새주소,서울특별시 강서구 수명로2길 46,서울특별시 강서구 내발산동 748-5,7641.0,1150061100.0,발산1동,1150010600.0,내발산동,1150010600,11,500,10600,서울특별시,강서구,내발산동,11
165,서울청,서울강서,화곡3,파출소,02-2604-2133,서울특별시 강서구  강서로45다길 71,서울특별시 강서구  강서로45다길 71,185364.0,449170.0,정좌표,1.15001030011019e+18,새주소,서울특별시 강서구 강서로45다길 71,서울특별시 강서구 화곡동 1019,7709.0,1150056000.0,화곡3동,1150010300.0,화곡동,1150010300,11,500,10300,서울특별시,강서구,화곡동,11
166,서울청,서울강서,마곡,지구대,02-2620-9541,서울특별시 강서구 마곡중앙5로 32,서울특별시 강서구 마곡중앙5로 32,184401.0,451676.0,정좌표,1.15001050010737e+18,새주소,서울특별시 강서구 마곡중앙5로 32,서울특별시 강서구 마곡동 737-19,7595.0,1150060300.0,가양1동,1150010500.0,마곡동,1150010500,11,500,10500,서울특별시,강서구,마곡동,11
168,서울청,서울강동,길동,지구대,02-3449-7814,서울특별시 강동구 양재대로96길 35,서울특별시 강동구 양재대로96길 35,212233.0,447476.0,정좌표,1.17401060010495e+18,새주소,서울특별시 강동구 양재대로96길 35,서울특별시 강동구 둔촌동 495,5372.0,1174070000.0,둔촌2동,1174010600.0,둔촌동,1174010600,11,740,10600,서울특별시,강동구,둔촌동,8
169,서울청,서울강동,성내,지구대,02-3449-7834,서울특별시 강동구 성내로 55 (성내동),서울특별시 강동구 성내로 55 (성내동),211100.0,447385.0,정좌표,1.17401080010541e+18,새주소,서울특별시 강동구 성내로 55,서울특별시 강동구 성내동 541-1,5397.0,1174064000.0,성내1동,1174010800.0,성내동,1174010800,11,740,10800,서울특별시,강동구,성내동,8
170,서울청,서울강동,암사,지구대,02-3449-7824,서울특별시 강동구  고덕로 137 암사지구대,서울특별시 강동구  고덕로 137 암사지구대,212369.0,450304.0,정좌표,1.17401070010414e+18,새주소,서울특별시 강동구 고덕로 137,서울특별시 강동구 암사동 414-19,5236.0,1174059000.0,암사3동,1174010700.0,암사동,1174010700,11,740,10700,서울특별시,강동구,암사동,8
171,서울청,서울강동,둔촌,파출소,02-3449-7854,서울특별시 강동구 양재대로 1340 (둔촌동),서울특별시 강동구 양재대로 1340 (둔촌동),212021.0,447152.0,정좌표,1.1740106001017e+18,새주소,서울특별시 강동구 양재대로 1340,서울특별시 강동구 둔촌동 170-1,5409.0,1174069000.0,둔촌1동,1174010600.0,둔촌동,1174010600,11,740,10600,서울특별시,강동구,둔촌동,8
172,서울청,서울강동,명일,파출소,02-3449-7844,서울특별시 강동구 동남로 895 명일파출소,서울특별시 강동구 동남로 895 명일파출소,213722.0,450164.0,정좌표,1.17401010010047e+18,새주소,서울특별시 강동구 동남로 895,서울특별시 강동구 명일동 47-30,5269.0,1174054000.0,명일2동,1174010100.0,명일동,1174010100,11,740,10100,서울특별시,강동구,명일동,8
173,서울청,서울강동,강일,파출소,02-3449-7864,서울특별시 강동구  아리수로91길 20,서울특별시 강동구  아리수로91길 20,215233.0,451412.0,정좌표,1.17401100010678e+18,새주소,서울특별시 강동구 아리수로91길 20,서울특별시 강동구 강일동 678-3,5211.0,1174051500.0,강일동,1174011000.0,강일동,1174011000,11,740,11000,서울특별시,강동구,강일동,8
174,서울청,서울강동,고덕,파출소,02-3449-7874,서울특별시 강동구  고덕로 61길61,서울특별시 강동구  고덕로 61길61,213334.0,450571.0,정좌표,1.17401020010691e+18,새주소,서울특별시 강동구 고덕로61길 61,서울특별시 강동구 고덕동 691-9,5231.0,1174055000.0,고덕1동,1174010200.0,고덕동,1174010200,11,740,10200,서울특별시,강동구,고덕동,8
175,서울청,서울강동,상일,파출소,02-3449-7894,서울특별시 강동구 고덕로 80길 7,서울특별시 강동구 고덕로 80길 7,214583.0,450450.0,정좌표,1.1740103001052e+18,새주소,서울특별시 강동구 고덕로80길 7,서울특별시 강동구 상일동 520-2,5274.0,1174052500.0,상일1동,1174010300.0,상일동,1174010300,11,740,10300,서울특별시,강동구,상일동,8
176,서울청,서울종암,석관,파출소,02-3396-7663,서울특별시 성북구  화랑로32가길 20 석관파출소,서울특별시 성북구  화랑로32가길 20 석관파출소,204806.0,456286.0,정좌표,1.12901390010407e+18,새주소,서울특별시 성북구 화랑로32가길 20,서울특별시 성북구 석관동 407-3,2790.0,1129081000.0,석관동,1129013900.0,석관동,1129013900,11,290,13900,서울특별시,성북구,석관동,10
177,서울청,서울종암,장위,지구대,02-3396-7673,서울특별시 성북구 장월로174 장위지구대,서울특별시 성북구 장월로174 장위지구대,204679.0,457458.0,정좌표,1.1290138001027501e+18,새주소,서울특별시 성북구 장월로 174,서울특별시 성북구 장위동 275-18,2763.0,1129078000.0,장위3동,1129013800.0,장위동,1129013800,11,290,13800,서울특별시,성북구,장위동,10
178,서울청,서울종암,월곡,지구대,02-3396-7684,서울특별시 성북구  종암로32길 5 월곡지구대,서울특별시 성북구  종암로32길 5 월곡지구대,202794.0,455791.0,정좌표,1.1290136001009011e+18,새주소,서울특별시 성북구 종암로32길 5,서울특별시 성북구 하월곡동 90-1152,2739.0,1129071500.0,월곡1동,1129013600.0,하월곡동,1129013600,11,290,13600,서울특별시,성북구,하월곡동,10
179,서울청,서울종암,종암,파출소,02-3396-7693,서울특별시 성북구  종암로23길 52,서울특별시 성북구  종암로23길 52,202691.0,455311.0,정좌표,1.1290135001008e+18,새주소,서울특별시 성북구 종암로23길 52,서울특별시 성북구 종암동 80-9,2803.0,1129070500.0,종암동,1129013500.0,종암동,1129013500,11,290,13500,서울특별시,성북구,종암동,10
180,서울청,서울구로,신구로,지구대,02-853-0189,서울특별시 구로구 새말로 26 신구로지구대,서울특별시 구로구 새말로 26 신구로지구대,189664.0,444457.0,정좌표,1.15301020010569e+18,새주소,서울특별시 구로구 새말로 26,서울특별시 구로구 구로동 569-3,8292.0,1153056000.0,구로5동,1153010200.0,구로동,1153010200,11,530,10200,서울특별시,구로구,구로동,8
181,서울청,서울구로,오류,지구대,02-840-8305,서울특별시 구로구  고척로1길 34 오류지구대,서울특별시 구로구  고척로1길 34 오류지구대,185678.0,443636.0,정좌표,1.1530108001008102e+18,새주소,서울특별시 구로구 고척로1길 34,서울특별시 구로구 오류동 81-130,8255.0,1153077000.0,오류1동,1153010800.0,오류동,1153010800,11,530,10800,서울특별시,구로구,오류동,8
182,서울청,서울구로,구일,지구대,02-840-8302,서울특별시 구로구  도림로 63 구일지구대,서울특별시 구로구  도림로 63 구일지구대,190263.0,443011.0,정좌표,1.1530102001076603e+18,새주소,서울특별시 구로구 도림로 63,서울특별시 구로구 구로동 766-238,8313.0,1153055000.0,구로4동,1153010200.0,구로동,1153010200,11,530,10200,서울특별시,구로구,구로동,8
183,서울청,서울구로,고척,지구대,02-2612-0112,서울특별시 구로구 중앙로 15길 30 고척지구대,서울특별시 구로구 중앙로 15길 30 고척지구대,187402.0,444944.0,정좌표,1.15301060010339e+18,새주소,서울특별시 구로구 중앙로15길 30,서울특별시 구로구 고척동 339-3,8240.0,1153073000.0,고척2동,1153010600.0,고척동,1153010600,11,530,10600,서울특별시,구로구,고척동,8
184,서울청,서울구로,개봉,지구대,02-2612-0330,서울특별시 구로구  개봉로18길 5 개봉지구대,서울특별시 구로구  개봉로18길 5 개봉지구대,187235.0,443301.0,정좌표,1.15301070010259e+18,새주소,서울특별시 구로구 개봉로18길 5,서울특별시 구로구 개봉동 259-1,8332.0,1153075000.0,개봉2동,1153010700.0,개봉동,1153010700,11,530,10700,서울특별시,구로구,개봉동,8
185,서울청,서울구로,구로3,파출소,02-866-0112,서울특별시 구로구  디지털로31길 86 구로3파출소,서울특별시 구로구  디지털로31길 86 구로3파출소,190325.0,442724.0,정좌표,1.15301020010256e+18,새주소,서울특별시 구로구 디지털로31길 86,서울특별시 구로구 구로동 256-1,8371.0,1153054000.0,구로3동,1153010200.0,구로동,1153010200,11,530,10200,서울특별시,구로구,구로동,8
186,서울청,서울구로,가리봉,파출소,02-854-0112,서울특별시 구로구 남부순환로 1275 가리봉파출소,서울특별시 구로구 남부순환로 1275 가리봉파출소,190436.0,441896.0,정좌표,1.15301030010136e+18,새주소,서울특별시 구로구 남부순환로 1275,서울특별시 구로구 가리봉동 136-80,8395.0,1153059500.0,가리봉동,1153010300.0,가리봉동,1153010300,11,530,10300,서울특별시,구로구,가리봉동,8
187,서울청,서울구로,천왕,파출소,02-840-8308,서울특별시 구로구 오리로 1102-8,서울특별시 구로구 오리로 1102-8,186005.0,442418.0,정좌표,1.15301110010281e+18,새주소,서울특별시 구로구 오리로 1102-8,서울특별시 구로구 천왕동 281-4,8350.0,1153078000.0,오류2동,1153011100.0,천왕동,1153011100,11,530,11100,서울특별시,구로구,천왕동,8
188,서울청,서울서초,반포,지구대,02-536-8477,서울특별시 서초구 신반포로190,서울특별시 서초구 신반포로190,200389.0,444861.0,정좌표,1.16501070010019e+18,새주소,서울특별시 서초구 신반포로 190,서울특별시 서초구 반포동 19-5,6545.0,1165058100.0,반포4동,1165010700.0,반포동,1165010700,11,650,10700,서울특별시,서초구,반포동,11
189,서울청,서울서초,서초2,파출소,02-536-8477,서울 서초구 서운로 38,서울 서초구 서운로 38,202493.0,442814.0,정좌표,1.16501080011356e+18,새주소,서울특별시 서초구 서운로 38,서울특별시 서초구 서초동 1356-6,6728.0,1165052000.0,서초2동,1165010800.0,서초동,1165010800,11,650,10800,서울특별시,서초구,서초동,11
190,서울청,서울서초,서초3,파출소,02-572-0692,서울 서초구 반포대로30길 40,서울 서초구 반포대로30길 40,202677.0,442901.0,정좌표,1.16501080011555e+18,새주소,서울특별시 서초구 반포대로30길 40,서울특별시 서초구 서초동 1555-4,6646.0,1165053000.0,서초3동,1165010800.0,서초동,1165010800,11,650,10800,서울특별시,서초구,서초동,11
191,서울청,서울서초,양재,파출소,02-572-0113,서울 서초구 남부순환로356길 9,서울 서초구 남부순환로356길 9,203278.0,442484.0,정좌표,1.16501020010001e+18,새주소,서울특별시 서초구 남부순환로356길 9,서울특별시 서초구 양재동 1-3,6738.0,1165065100.0,양재1동,1165010200.0,양재동,1165010200,11,650,10200,서울특별시,서초구,양재동,11
192,서울청,서울서초,서초,파출소,02-583-6249,서울 서초구 효령로 297,서울 서초구 효령로 297,201411.0,442566.0,정좌표,1.16501080011603e+18,새주소,서울특별시 서초구 효령로 297,서울특별시 서초구 서초동 1603-16,6643.0,1165051000.0,서초1동,1165010800.0,서초동,1165010800,11,650,10800,서울특별시,서초구,서초동,11
193,서울청,서울서초,우면,파출소,02-581-1120,서울 서초구 양재대로2길 106,서울 서초구 양재대로2길 106,201347.0,439327.0,정좌표,1.16501030010768e+18,새주소,서울특별시 서초구 양재대로2길 106,서울특별시 서초구 우면동 768,6767.0,1165065100.0,양재1동,1165010300.0,우면동,1165010300,11,650,10300,서울특별시,서초구,우면동,11
194,서울청,서울서초,내곡,파출소,02-573-5826,서울특별시 서초구 헌릉로 226,서울특별시 서초구 헌릉로 226,205663.0,439204.0,정좌표,1.16501090010404e+18,새주소,서울특별시 서초구 헌릉로 226,서울특별시 서초구 내곡동 404,6800.0,1165066000.0,내곡동,1165010900.0,내곡동,1165010900,11,650,10900,서울특별시,서초구,내곡동,11
195,서울청,서울양천,목1,지구대,02-2648-0040,서울특별시 양천구  목동동로 373,서울특별시 양천구  목동동로 373,189188.0,448107.0,정좌표,1.14701020010907e+18,새주소,서울특별시 양천구 목동동로 373,서울특별시 양천구 목동 907-3,7983.0,1147055000.0,목5동,1147010200.0,목동,1147010200,11,470,10200,서울특별시,양천구,목동,8
196,서울청,서울양천,목2,지구대,02-2652-0112,서울특별시 양천구  등촌로 166,서울특별시 양천구  등촌로 166,187768.0,449152.0,정좌표,1.14701020010657e+18,새주소,서울특별시 양천구 등촌로 166,서울특별시 양천구 목동 657-23,7951.0,1147053000.0,목3동,1147010200.0,목동,1147010200,11,470,10200,서울특별시,양천구,목동,8
197,서울청,서울양천,신정1,지구대,02-2643-0113,서울특별시 양천구  중앙로32길 65,서울특별시 양천구  중앙로32길 65,187623.0,446461.0,정좌표,1.14701010011021e+18,새주소,서울특별시 양천구 중앙로32길 65,서울특별시 양천구 신정동 1021-8,8087.0,1147062000.0,신정1동,1147010100.0,신정동,1147010100,11,470,10100,서울특별시,양천구,신정동,8
198,서울청,서울양천,신정2,지구대,02-2699-0678,서울특별시 양천구 목동로17길 5,서울특별시 양천구 목동로17길 5,187869.0,446919.0,정좌표,1.14701010010997e+18,새주소,서울특별시 양천구 목동로17길 5,서울특별시 양천구 신정동 997-3,8022.0,1147065000.0,신정4동,1147010100.0,신정동,1147010100,11,470,10100,서울특별시,양천구,신정동,8
199,서울청,서울양천,신월2,지구대,02-2608-0112,서울특별시 양천구 지양로 55,서울특별시 양천구 지양로 55,185290.0,446492.0,정좌표,1.14701030010987e+18,새주소,서울특별시 양천구 지양로 55,서울특별시 양천구 신월동 987,8038.0,1147061100.0,신월7동,1147010300.0,신월동,1147010300,11,470,10300,서울특별시,양천구,신월동,8
200,서울청,서울양천,신월1,파출소,02-2602-0092,서울특별시 양천구  남부순환로59길 8 ,서울특별시 양천구  남부순환로59길 8 ,185102.0,447770.0,정좌표,1.1470103001013201e+18,새주소,서울특별시 양천구 남부순환로59길 8,서울특별시 양천구 신월동 132-3,7921.0,1147056000.0,신월1동,1147010300.0,신월동,1147010300,11,470,10300,서울특별시,양천구,신월동,8
201,서울청,서울양천,신정3,파출소,02-2696-2305,서울특별시 양천구  중앙로 205,서울특별시 양천구  중앙로 205,187110.0,445864.0,정좌표,1.14701010011264e+18,새주소,서울특별시 양천구 중앙로 205,서울특별시 양천구 신정동 1264,8078.0,1147064000.0,신정3동,1147010100.0,신정동,1147010100,11,470,10100,서울특별시,양천구,신정동,8
202,서울청,서울양천,신월5,파출소,02-2693-0113,서울특별시 양천구  남부순환로31길 37,서울특별시 양천구  남부순환로31길 37,184966.0,448549.0,정좌표,1.14701030010059e+18,새주소,서울특별시 양천구 남부순환로31길 37,서울특별시 양천구 신월동 59-5,7904.0,1147060000.0,신월5동,1147010300.0,신월동,1147010300,11,470,10300,서울특별시,양천구,신월동,8
203,서울청,서울송파,방이,지구대,02-3402-6301,서울특별시 송파구  양재대로71길 5-6,서울특별시 송파구  양재대로71길 5-6,211047.0,445343.0,정좌표,1.17101110010204e+18,새주소,서울특별시 송파구 양재대로71길 5-6,서울특별시 송파구 방이동 204-8,5639.0,1171056100.0,방이1동,1171011100.0,방이동,1171011100,11,710,11100,서울특별시,송파구,방이동,11
204,서울청,서울송파,잠실,지구대,02-3402-6302,서울특별시 송파구  올림픽로 101,서울특별시 송파구  올림픽로 101,207194.0,445544.0,정좌표,1.17101010010019e+18,새주소,서울특별시 송파구 올림픽로 101,서울특별시 송파구 잠실동 19-5,5501.0,1171067000.0,잠실2동,1171010100.0,잠실동,1171010100,11,710,10100,서울특별시,송파구,잠실동,11
205,서울청,서울송파,삼전,지구대,02-3402-6303,서울특별시 송파구  백제고분로 238,서울특별시 송파구  백제고분로 238,208132.0,444499.0,정좌표,1.17101060010062e+18,새주소,서울특별시 송파구 백제고분로 238,서울특별시 송파구 삼전동 62-3,5584.0,1171061000.0,삼전동,1171010600.0,삼전동,1171010600,11,710,10600,서울특별시,송파구,삼전동,11
206,서울청,서울송파,가락,지구대,02-3402-6304,서울특별시 송파구  중대로 179,서울특별시 송파구  중대로 179,211011.0,444004.0,정좌표,1.17101070010037e+18,새주소,서울특별시 송파구 중대로 179,서울특별시 송파구 가락동 37,5715.0,1171062000.0,가락본동,1171010700.0,가락동,1171010700,11,710,10700,서울특별시,송파구,가락동,11
207,서울청,서울송파,문정,지구대,02-3402-6305,서울특별시 송파구 충민로2길 18,서울특별시 송파구 충민로2길 18,211156.0,441789.0,정좌표,1.17101090010841e+18,새주소,서울특별시 송파구 충민로2길 18,서울특별시 송파구 장지동 841,5816.0,1171064600.0,장지동,1171010900.0,장지동,1171010900,11,710,10900,서울특별시,송파구,장지동,11
208,서울청,서울송파,마천,파출소,02-3402-6306,서울특별시 송파구  마천로 41길 8,서울특별시 송파구  마천로 41길 8,213036.0,443879.0,정좌표,1.17101140010127e+18,새주소,서울특별시 송파구 마천로41길 8,서울특별시 송파구 마천동 127-7,5756.0,1171055000.0,마천2동,1171011400.0,마천동,1171011400,11,710,11400,서울특별시,송파구,마천동,11
209,서울청,서울송파,거여,파출소,02-3402-6307,서울특별시 송파구 새말로15길 9,서울특별시 송파구 새말로15길 9,211402.0,442559.0,정좌표,1.17101080010092e+18,새주소,서울특별시 송파구 새말로15길 9,서울특별시 송파구 문정동 92,5802.0,1171064600.0,장지동,1171010800.0,문정동,1171010800,11,710,10800,서울특별시,송파구,문정동,11
210,서울청,서울송파,풍납,파출소,02-3402-6308,서울특별시 송파구  풍성로 42,서울특별시 송파구  풍성로 42,210279.0,447996.0,정좌표,1.17101030010229e+18,새주소,서울특별시 송파구 풍성로 42,서울특별시 송파구 풍납동 229-14,5528.0,1171052000.0,풍납2동,1171010300.0,풍납동,1171010300,11,710,10300,서울특별시,송파구,풍납동,11
211,서울청,서울송파,오금,파출소,02-3402-6309,서울특별시 송파구  마천로8길 17,서울특별시 송파구  마천로8길 17,211256.0,444972.0,정좌표,1.17101120010041e+18,새주소,서울특별시 송파구 마천로8길 17,서울특별시 송파구 오금동 41-19,5659.0,1171057000.0,오금동,1171011200.0,오금동,1171011200,11,710,11200,서울특별시,송파구,오금동,11
212,서울청,서울송파,신천,파출소,02-3402-6310,서울특별시 송파구  올림픽로35길 12 ,서울특별시 송파구  올림픽로35길 12 ,209881.0,446440.0,정좌표,1.1710102001002e+18,새주소,서울특별시 송파구 올림픽로35길 12,서울특별시 송파구 신천동 20-5,5507.0,1171069000.0,잠실4동,1171010200.0,신천동,1171010200,11,710,10200,서울특별시,송파구,신천동,11
213,서울청,서울송파,위례,파출소,02-3402-6300,서울특별시 송파구 위례순환로 369,서울특별시 송파구 위례순환로 369,212810.0,441738.0,정좌표,1.17101090010889e+18,새주소,서울특별시 송파구 위례순환로 369,서울특별시 송파구 장지동 889,5851.0,1171064700.0,위례동,1171010900.0,장지동,1171010900,11,710,10900,서울특별시,송파구,장지동,11
214,서울청,서울노원,당현,지구대,02-2092-0301,서울특별시 노원구  노원로17길 64번지,서울특별시 노원구  노원로17길 64번지,205963.0,459963.0,정좌표,1.13501060010511e+18,새주소,서울특별시 노원구 노원로17길 64,서울특별시 노원구 중계동 511,1787.0,1135062500.0,중계2.3동,1135010600.0,중계동,1135010600,11,350,10600,서울특별시,노원구,중계동,8
215,서울청,서울노원,월계,지구대,02-2092-0302,서울특별시 노원구  월계로55길 58,서울특별시 노원구  월계로55길 58,205163.0,459037.0,정좌표,1.1350102001032e+18,새주소,서울특별시 노원구 월계로55길 58,서울특별시 노원구 월계동 320-5,1864.0,1135058000.0,월계3동,1135010200.0,월계동,1135010200,11,350,10200,서울특별시,노원구,월계동,8
216,서울청,서울노원,화랑,지구대,02-2092-0303,서울특별시 노원구  동일로 1034,서울특별시 노원구  동일로 1034,206518.0,457806.0,정좌표,1.13501030010567e+18,새주소,서울특별시 노원구 동일로 1034,서울특별시 노원구 공릉동 567-18,1845.0,1135059500.0,공릉1동,1135010300.0,공릉동,1135010300,11,350,10300,서울특별시,노원구,공릉동,8
217,서울청,서울노원,노원역,지구대,02-2092-0304,서울특별시 노원구 노원로431,서울특별시 노원구 노원로431,205835.0,461405.0,정좌표,1.1350105001072e+18,새주소,서울특별시 노원구 노원로 431,서울특별시 노원구 상계동 720-5,1752.0,1135069500.0,상계6.7동,1135010500.0,상계동,1135010500,11,350,10500,서울특별시,노원구,상계동,8
218,서울청,서울노원,불암,지구대,02-2092-0305,서울특별시 노원구  한글비석로 277,서울특별시 노원구  한글비석로 277,206754.0,461120.0,정좌표,1.13501060010359e+18,새주소,서울특별시 노원구 한글비석로 277,서울특별시 노원구 중계동 359-6,1713.0,1135062100.0,중계1동,1135010600.0,중계동,1135010600,11,350,10600,서울특별시,노원구,중계동,8
219,서울청,서울노원,마들,지구대,02-2092-0306,서울특별시 노원구  한글비석로 489 마들지구대,서울특별시 노원구  한글비석로 489 마들지구대,205546.0,462468.0,정좌표,1.13501050010681e+18,새주소,서울특별시 노원구 한글비석로 489,서울특별시 노원구 상계동 681,1678.0,1135071000.0,상계9동,1135010500.0,상계동,1135010500,11,350,10500,서울특별시,노원구,상계동,8
220,서울청,서울노원,당고개,파출소,02-2092-0307,서울특별시 노원구 수락산로2길 77,서울특별시 노원구 수락산로2길 77,206627.0,462744.0,정좌표,1.13501050010117e+18,새주소,서울특별시 노원구 수락산로2길 77,서울특별시 노원구 상계동 117-8,1639.0,1135066500.0,상계3.4동,1135010500.0,상계동,1135010500,11,350,10500,서울특별시,노원구,상계동,8
221,서울청,서울노원,상계1,파출소,02-2092-0308,서울특별시 노원구  동일로 1693,서울특별시 노원구  동일로 1693,204786.0,464143.0,정좌표,1.13501050011261e+18,새주소,서울특별시 노원구 동일로 1693,서울특별시 노원구 상계동 1261,1604.0,1135063000.0,상계1동,1135010500.0,상계동,1135010500,11,350,10500,서울특별시,노원구,상계동,8
222,서울청,서울방배,남태령,지구대,02-582-8410,서울특별시 서초구  동작대로 34,서울특별시 서초구  동작대로 34,198354.0,441925.0,정좌표,1.16501010010442e+18,새주소,서울특별시 서초구 동작대로 34,서울특별시 서초구 방배동 442-4,6691.0,1165061000.0,방배2동,1165010100.0,방배동,1165010100,11,650,10100,서울특별시,서초구,방배동,11
223,서울청,서울방배,서래,파출소,02-534-0116,서울특별시 서초구  신반포로 16길 15-14,서울특별시 서초구  신반포로 16길 15-14,199661.0,444433.0,정좌표,1.16501070010016e+18,새주소,서울특별시 서초구 신반포로16길 15-14,서울특별시 서초구 반포동 16-4,6549.0,1165057000.0,반포2동,1165010700.0,반포동,1165010700,11,650,10700,서울특별시,서초구,반포동,11
224,서울청,서울방배,이수,파출소,02-599-3880,서울특별시 서초구  동광로19길 38,서울특별시 서초구  동광로19길 38,198944.0,443549.0,정좌표,1.16501010010774e+18,새주소,서울특별시 서초구 동광로19길 38,서울특별시 서초구 방배동 774-9,6557.0,1165059000.0,방배본동,1165010100.0,방배동,1165010100,11,650,10100,서울특별시,서초구,방배동,11
225,서울청,서울방배,방배1,파출소,02-583-7694,서울특별시 서초구  효령로 31길 64,서울특별시 서초구  효령로 31길 64,199518.0,442418.0,정좌표,1.16501010010924e+18,새주소,서울특별시 서초구 효령로31길 64,서울특별시 서초구 방배동 924-2,6683.0,1165060000.0,방배1동,1165010100.0,방배동,1165010100,11,650,10100,서울특별시,서초구,방배동,11
226,서울청,서울은평,불광,지구대,02-350-1932,서울특별시 은평구  연서로 290,서울특별시 은평구  연서로 290,193448.0,457678.0,정좌표,1.13801030010423e+18,새주소,서울특별시 은평구 연서로 290,서울특별시 은평구 불광동 423-13,3347.0,1138053000.0,불광2동,1138010300.0,불광동,1138010300,11,380,10300,서울특별시,은평구,불광동,8
227,서울청,서울은평,연신내,지구대,02-350-1936,서울특별시 은평구  갈현로 195,서울특별시 은평구  갈현로 195,192223.0,456990.0,정좌표,1.1380104001050601e+18,새주소,서울특별시 은평구 갈현로 195,서울특별시 은평구 갈현동 506-45,3325.0,1138055200.0,갈현2동,1138010400.0,갈현동,1138010400,11,380,10400,서울특별시,은평구,갈현동,8
