연번,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,법정동코드_10자리,시도코드,시군구코드,읍면동코드,시,구,동,지역구별 지구대/파출소 수
982,강원청,태백,황지,지구대,033-552-2112,강원도 태백시 황지로 94(황지지구대),강원도 태백시 황지로 94(황지지구대),376878.0,409104.0,정좌표,5.11901010010062e+18,새주소,강원특별자치도 태백시 황지로 94,강원특별자치도 태백시 황지동 62-2,26014.0,5119051500.0,황지동,5119010100.0,황지동,5119010100,51,190,10100,서울특별시,태백시,황지동,5.0
983,강원청,태백,장성,파출소,033-581-8112,강원도 태백시 장성로 28(장성동),강원도 태백시 장성로 28(장성동),378529.0,401952.0,정좌표,5.1190102001015e+18,새주소,강원특별자치도 태백시 장성로 28,강원특별자치도 태백시 장성동 150-19,26052.0,5119059500.0,장성동,5119010200.0,장성동,5119010200,51,190,10200,서울특별시,태백시,장성동,5.0
984,강원청,태백,소도,파출소,033-552-8113,강원도 태백시 버들치길 태백시 버들치길 51,강원도 태백시 버들치길 태백시 버들치길 51,375706.0,406202.0,도로중심좌표,51190.0,새주소,강원도 태백시 버들치길,강원도 태백시,,,,,,0000000000,00,000,00000,서울특별시,태백시,버들치길,5.0
985,강원청,태백,철암,파출소,033-582-8113,강원도 태백시 상철암길 28-6 태백경찰서 철암파출소,강원도 태백시 상철암길 28-6 태백경찰서 철암파출소,381718.0,404570.0,정좌표,5.11901040010323e+18,새주소,강원특별자치도 태백시 상철암길 28-6,강원특별자치도 태백시 철암동 323-14,26046.0,5119061500.0,철암동,5119010400.0,철암동,5119010400,51,190,10400,서울특별시,태백시,철암동,5.0
986,강원청,태백,통리,파출소,033-552-1112,강원도 태백시 통리1길 112,강원도 태백시 통리1길 112,381013.0,409762.0,정좌표,5.11901120010073e+18,새주소,강원특별자치도 태백시 통리1길 112,강원특별자치도 태백시 통동 73-38,26029.0,5119052500.0,황연동,5119011200.0,통동,5119011200,51,190,11200,서울특별시,태백시,통동,5.0
987,강원청,속초,영랑,지구대,033-633-2362,강원도 속초시 중앙로 22-9,강원도 속초시 중앙로 22-9,338379.0,522871.0,정좌표,5.12101060010668e+18,새주소,강원특별자치도 속초시 중앙로 22-9,강원특별자치도 속초시 교동 668-29,24854.0,5121057000.0,노학동,5121010600.0,교동,5121010600,51,210,10600,서울특별시,속초시,교동,2.0
988,강원청,속초,양양,지구대,033-673-2112,강원도 양양군 양양읍 남문로 35,강원도 양양군 양양읍 남문로 35,341985.0,509223.0,정좌표,5.18302502410005e+18,새주소,강원특별자치도 양양군 양양읍 남문로 35,강원특별자치도 양양군 양양읍 군행리 5-1,25024.0,5183025000.0,양양읍,5183025024.0,양양읍 군행리,5183025024,51,830,25024,서울특별시,양양군,양양읍 군행리,5.0
989,강원청,속초,청초,지구대,033-633-3264,강원도 속초시 동해대로 4100,강원도 속초시 동해대로 4100,338885.0,521953.0,정좌표,5.12101080011005e+18,새주소,강원특별자치도 속초시 동해대로 4100,강원특별자치도 속초시 조양동 1005-5,24872.0,5121058000.0,조양동,5121010800.0,조양동,5121010800,51,210,10800,서울특별시,속초시,조양동,2.0
990,강원청,속초,현남,파출소,033-671-6112,강원도 양양군 현남면 인구중앙길 51 현남파출소,강원도 양양군 현남면 인구중앙길 51 현남파출소,354579.0,497777.0,정좌표,5.18303402110016e+18,새주소,강원특별자치도 양양군 현남면 인구중앙길 51,강원특별자치도 양양군 현남면 인구리 16,25053.0,5183034000.0,현남면,5183034021.0,현남면 인구리,5183034021,51,830,34021,서울특별시,양양군,현남면 인구리,5.0
991,강원청,속초,현북,파출소,033-672-1112,강원도 양양군 현북면 하조대1길 하조대 1길 57,강원도 양양군 현북면 하조대1길 하조대 1길 57,351234.0,503260.0,도로중심좌표,51830.0,새주소,강원특별자치도 양양군 현북면 하조대1길,강원특별자치도 양양군 현북면,,5183033000.0,현북면,5183033000.0,현북면,5183033000,51,830,33000,서울특별시,양양군,현북면,5.0
992,강원청,속초,강현,파출소,033-671-5112,강원도 양양군 강현면 동해대로 3485-39 강현파출소,강원도 양양군 강현면 동해대로 3485-39 강현파출소,340872.0,517484.0,정좌표,5.18303503610448e+18,새주소,강원특별자치도 양양군 강현면 동해대로 3485-39,강원특별자치도 양양군 강현면 정암리 448-1,25001.0,5183035000.0,강현면,5183035036.0,강현면 정암리,5183035036,51,830,35036,서울특별시,양양군,강현면 정암리,5.0
993,강원청,속초,서면,파출소,033-672-0112,강원도 양양군 서면 물윗구미길 9,강원도 양양군 서면 물윗구미길 9,339077.0,508827.0,정좌표,5.18303102910035e+18,새주소,강원특별자치도 양양군 서면 물윗구미길 9,강원특별자치도 양양군 서면 상평리 35-6,25035.0,5183031000.0,서면,5183031029.0,서면 상평리,5183031029,51,830,31029,서울특별시,양양군,서면 상평리,5.0
994,강원청,삼척,하장,파출소,033-552-0112,강원도 삼척시 하장면 하장길 74,강원도 삼척시 하장면 하장길 74,372236.0,429055.0,정좌표,5.1230320241008e+18,새주소,강원특별자치도 삼척시 하장면 하장길 74,강원특별자치도 삼척시 하장면 광동리 80-9,25901.0,5123032000.0,하장면,5123032024.0,하장면 광동리,5123032024,51,230,32024,서울특별시,동대문구,하장면 광동리,65.0
995,강원청,삼척,원덕,파출소,033-572-6112,강원도 삼척시 원덕읍 삼척로 418,강원도 삼척시 원덕읍 삼척로 418,407548.0,410689.0,정좌표,5.12302532610256e+18,새주소,강원특별자치도 삼척시 원덕읍 삼척로 418,강원특별자치도 삼척시 원덕읍 호산리 256-2,25961.0,5123025300.0,원덕읍,5123025326.0,원덕읍 호산리,5123025326,51,230,25326,서울특별시,동대문구,원덕읍 호산리,65.0
996,강원청,삼척,임원,파출소,033-572-5112,강원도 삼척시 원덕읍 삼척로 1214,강원도 삼척시 원덕읍 삼척로 1214,407892.0,417113.0,정좌표,5.12302532210345e+18,새주소,강원특별자치도 삼척시 원덕읍 삼척로 1214,강원특별자치도 삼척시 원덕읍 임원리 345-2,25956.0,5123025300.0,원덕읍,5123025322.0,원덕읍 임원리,5123025322,51,230,25322,서울특별시,동대문구,원덕읍 임원리,65.0
997,강원청,삼척,근덕,파출소,033-572-3112,강원도 삼척시 근덕면 삼척로 3655 근덕파출소,강원도 삼척시 근덕면 삼척로 3655 근덕파출소,397057.0,433276.0,정좌표,5.123031024106561e+18,새주소,강원특별자치도 삼척시 근덕면 삼척로 3655,강원특별자치도 삼척시 근덕면 교가리 656-4,25933.0,5123031000.0,근덕면,5123031024.0,근덕면 교가리,5123031024,51,230,31024,서울특별시,동대문구,근덕면 교가리,65.0
998,강원청,삼척,미로,파출소,033-573-2112,강원도 삼척시 미로면 강원남부로 4033,강원도 삼척시 미로면 강원남부로 4033,386997.0,437177.0,정좌표,5.12303402310208e+18,새주소,강원특별자치도 삼척시 미로면 강원남부로 4033,강원특별자치도 삼척시 미로면 하거노리 208,25904.0,5123034000.0,미로면,5123034023.0,미로면 하거노리,5123034023,51,230,34023,서울특별시,동대문구,미로면 하거노리,65.0
999,강원청,삼척,도계,파출소,033-541-2112,강원도 삼척시 도계읍 도계로 262 도계파출소,강원도 삼척시 도계읍 도계로 262 도계파출소,381466.0,416478.0,정좌표,5.12302503010262e+18,새주소,강원특별자치도 삼척시 도계읍 도계로 262,강원특별자치도 삼척시 도계읍 도계리 262-3,25947.0,5123025000.0,도계읍,5123025030.0,도계읍 도계리,5123025030,51,230,25030,서울특별시,동대문구,도계읍 도계리,65.0
1000,강원청,삼척,성내,파출소,033-574-0112,강원도 삼척시 진주로 30 성내파출소,강원도 삼척시 진주로 30 성내파출소,391453.0,440107.0,정좌표,5.12301200010034e+18,새주소,강원특별자치도 삼척시 진주로 30,강원특별자치도 삼척시 남양동 34-8,25920.0,5123057000.0,성내동,5123012000.0,남양동,5123012000,51,230,12000,서울특별시,동대문구,남양동,65.0
1001,강원청,삼척,정라,지구대,033-572-2113,강원도 삼척시 새천년도로 40,강원도 삼척시 새천년도로 40,393474.0,439488.0,정좌표,5.12301260010187e+18,새주소,강원특별자치도 삼척시 새천년도로 40,강원특별자치도 삼척시 정하동 187-27,25925.0,5123054000.0,정라동,5123012600.0,정하동,5123012600,51,230,12600,서울특별시,동대문구,정하동,65.0
1002,강원청,영월,영월,지구대,033-374-3112,강원도 영월군 영월읍 중앙로 77,강원도 영월군 영월읍 중앙로 77,330670.0,410099.0,정좌표,5.17502502110845e+18,새주소,강원특별자치도 영월군 영월읍 중앙로 77,강원특별자치도 영월군 영월읍 영흥리 845-5,26232.0,5175025000.0,영월읍,5175025021.0,영월읍 영흥리,5175025021,51,750,25021,서울특별시,영월군,영월읍 영흥리,6.0
1003,강원청,영월,남면,파출소,033-372-4112,강원도 영월군 남면 영월로 815 남면파출소,강원도 영월군 남면 영월로 815 남면파출소,324170.0,410260.0,정좌표,5.17503402111107e+18,새주소,강원특별자치도 영월군 남면 영월로 815,강원특별자치도 영월군 남면 연당리 1107-9,26216.0,5175034000.0,남면,5175034021.0,남면 연당리,5175034021,51,750,34021,서울특별시,영월군,남면 연당리,6.0
1004,강원청,영월,주천,파출소,033-372-7112,강원도 영월군 주천면 주천로 75,강원도 영월군 주천면 주천로 75,312327.0,419461.0,정좌표,5.17503602111235e+18,새주소,강원특별자치도 영월군 주천면 주천로 75,강원특별자치도 영월군 주천면 주천리 1235-2,26203.0,5175036000.0,주천면,5175036021.0,주천면 주천리,5175036021,51,750,36021,서울특별시,영월군,주천면 주천리,6.0
1005,강원청,영월,한반도,파출소,033-372-6112,강원도 영월군 한반도면 신천길 20-4,강원도 영월군 한반도면 신천길 20-4,317734.0,415863.0,정좌표,5.17503552310281e+18,새주소,강원특별자치도 영월군 한반도면 신천길 20-4,강원특별자치도 영월군 한반도면 신천리 281,26212.0,5175035500.0,한반도면,5175035523.0,한반도면 신천리,5175035523,51,750,35523,서울특별시,영월군,한반도면 신천리,6.0
1006,강원청,영월,산솔,파출소,033-378-4112,강원도 영월군 중동면 태백산로 1198,강원도 영월군 중동면 태백산로 1198,349252.0,406192.0,정좌표,5.17503122110776e+18,새주소,강원특별자치도 영월군 산솔면 태백산로 1198,강원특별자치도 영월군 산솔면 녹전리 776-5,26243.0,5175031200.0,산솔면,5175031221.0,산솔면 녹전리,5175031221,51,750,31221,서울특별시,영월군,산솔면 녹전리,6.0
1007,강원청,영월,김삿갓,파출소,033-372-9112,강원도 영월군 김삿갓면 영월동로 1676,강원도 영월군 김삿갓면 영월동로 1676,339470.0,404168.0,정좌표,5.17503252410412e+18,새주소,강원특별자치도 영월군 김삿갓면 영월동로 1676,강원특별자치도 영월군 김삿갓면 옥동리 412,26245.0,5175032500.0,김삿갓면,5175032524.0,김삿갓면 옥동리,5175032524,51,750,32524,서울특별시,영월군,김삿갓면 옥동리,6.0
1008,강원청,정선,남면,파출소,033-560-5277,강원도 정선군 남면 칠현로 45,강원도 정선군 남면 칠현로 45,354201.0,419719.0,정좌표,5.17703202110322e+18,새주소,강원특별자치도 정선군 남면 칠현로 45,강원특별자치도 정선군 남면 문곡리 322-4,26145.0,5177032000.0,남면,5177032021.0,남면 문곡리,5177032021,51,770,32021,서울특별시,정선군,남면 문곡리,8.0
1009,강원청,정선,신동,파출소,033-560-5278,강원도 정선군 신동읍 의림로 321,강원도 정선군 신동읍 의림로 321,345950.0,414410.0,정좌표,5.17702592110616e+18,새주소,강원특별자치도 정선군 신동읍 의림로 321,강원특별자치도 정선군 신동읍 예미리 616-8,26138.0,5177025900.0,신동읍,5177025921.0,신동읍 예미리,5177025921,51,770,25921,서울특별시,정선군,신동읍 예미리,8.0
1010,강원청,정선,화암,파출소,033-560-5273,강원도 정선군 화암면 그림바위길 68 화암파출소,강원도 정선군 화암면 그림바위길 68 화암파출소,358437.0,427705.0,정좌표,5.17703602110358e+18,새주소,강원특별자치도 정선군 화암면 그림바위길 68,강원특별자치도 정선군 화암면 화암리 358-1,26116.0,5177036000.0,화암면,5177036021.0,화암면 화암리,5177036021,51,770,36021,서울특별시,정선군,화암면 화암리,8.0
1011,강원청,정선,임계,파출소,033-560-5274,강원도 정선군 임계면 서동로 4559,강원도 정선군 임계면 서동로 4559,363589.0,445255.0,정좌표,5.17703502510763e+18,새주소,강원특별자치도 정선군 임계면 서동로 4559,강원특별자치도 정선군 임계면 송계리 763-1,26110.0,5177035000.0,임계면,5177035025.0,임계면 송계리,5177035025,51,770,35025,서울특별시,정선군,임계면 송계리,8.0
1012,강원청,정선,사북,파출소,033-560-5275,강원도 정선군 사북읍 사북중앙로 49 정선경찰서 사북파출소,강원도 정선군 사북읍 사북중앙로 49 정선경찰서 사북파출소,361467.0,415543.0,정좌표,5.17702562210344e+18,새주소,강원특별자치도 정선군 사북읍 사북중앙로 49,강원특별자치도 정선군 사북읍 사북리 344-10,26150.0,5177025600.0,사북읍,5177025622.0,사북읍 사북리,5177025622,51,770,25622,서울특별시,정선군,사북읍 사북리,8.0
1013,강원청,정선,고한,파출소,033-560-5276,강원도 정선군 고한읍 고한2길 5,강원도 정선군 고한읍 고한2길 5,364154.0,412958.0,정좌표,5.17702532110091e+18,새주소,강원특별자치도 정선군 고한읍 고한2길 5,강원특별자치도 정선군 고한읍 고한리 91-66,26155.0,5177025300.0,고한읍,5177025321.0,고한읍 고한리,5177025321,51,770,25321,서울특별시,정선군,고한읍 고한리,8.0
1014,강원청,정선,여량,파출소,033-560-5272,강원도 정선군 여량면 서동로 2921 정선경찰서 여량파출소,강원도 정선군 여량면 서동로 2921 정선경찰서 여량파출소,352439.0,442482.0,정좌표,5.17703702110115e+18,새주소,강원특별자치도 정선군 여량면 서동로 2921,강원특별자치도 정선군 여량면 여량리 115-3,26106.0,5177037000.0,여량면,5177037021.0,여량면 여량리,5177037021,51,770,37021,서울특별시,정선군,여량면 여량리,8.0
1015,강원청,정선,정선,파출소,033-560-5271,강원도 정선군 정선읍 봉양7길 36,강원도 정선군 정선읍 봉양7길 36,347453.0,432182.0,정좌표,5.17702502110348e+18,새주소,강원특별자치도 정선군 정선읍 봉양7길 36,강원특별자치도 정선군 정선읍 봉양리 348-6,26130.0,5177025000.0,정선읍,5177025021.0,정선읍 봉양리,5177025021,51,770,25021,서울특별시,정선군,정선읍 봉양리,8.0
1016,강원청,홍천,희망,지구대,033-434-2386,강원도 홍천군 홍천읍 진리로 31,강원도 홍천군 홍천읍 진리로 31,278331.0,466028.0,정좌표,5.17202502110043e+18,새주소,강원특별자치도 홍천군 홍천읍 진리로 31,강원특별자치도 홍천군 홍천읍 진리 43-4,25133.0,5172025000.0,홍천읍,5172025021.0,홍천읍 진리,5172025021,51,720,25021,서울특별시,홍천군,홍천읍 진리,8.0
1017,강원청,홍천,내면,파출소,033-432-6112,강원도 홍천군 내면 창촌로 65,강원도 홍천군 내면 창촌로 65,322397.0,475551.0,정좌표,5.17203902111575e+18,새주소,강원특별자치도 홍천군 내면 창촌로 65,강원특별자치도 홍천군 내면 창촌리 1575-2,25171.0,5172039000.0,내면,5172039021.0,내면 창촌리,5172039021,51,720,39021,서울특별시,홍천군,내면 창촌리,8.0
1018,강원청,홍천,서석,파출소,033-433-4112,강원도 홍천군 서석면 구룡령로 2517,강원도 홍천군 서석면 구룡령로 2517,304399.0,468529.0,정좌표,5.17203402110486e+18,새주소,강원특별자치도 홍천군 서석면 구룡령로 2517,강원특별자치도 홍천군 서석면 풍암리 486-2,25166.0,5172034000.0,서석면,5172034021.0,서석면 풍암리,5172034021,51,720,34021,서울특별시,홍천군,서석면 풍암리,8.0
1019,강원청,홍천,서면,파출소,033-434-0330,강원도 홍천군 서면 팔봉산로 555,강원도 홍천군 서면 팔봉산로 555,258357.0,464753.0,정좌표,5.17203703210451e+18,새주소,강원특별자치도 홍천군 서면 팔봉산로 555,강원특별자치도 홍천군 서면 두미리 451-3,25101.0,5172037000.0,서면,5172037032.0,서면 두미리,5172037032,51,720,37032,서울특별시,홍천군,서면 두미리,8.0
1020,강원청,홍천,남면,파출소,033-432-4112,강원도 홍천군 남면 양덕원로 86,강원도 홍천군 남면 양덕원로 86,267778.0,457474.0,정좌표,5.17203602110194e+18,새주소,강원특별자치도 홍천군 남면 양덕원로 86,강원특별자치도 홍천군 남면 양덕원리 194-9,25108.0,5172036000.0,남면,5172036021.0,남면 양덕원리,5172036021,51,720,36021,서울특별시,홍천군,남면 양덕원리,8.0
1021,강원청,홍천,화촌,파출소,033-432-2112,강원도 홍천군 화촌면 성산로 149,강원도 홍천군 화촌면 성산로 149,285159.0,474778.0,정좌표,5.1720310231046e+18,새주소,강원특별자치도 홍천군 화촌면 성산로 149,강원특별자치도 홍천군 화촌면 성산리 460-5,25157.0,5172031000.0,화촌면,5172031023.0,화촌면 성산리,5172031023,51,720,31023,서울특별시,홍천군,화촌면 성산리,8.0
1022,강원청,홍천,두촌,파출소,033-435-3112,강원도 홍천군 두촌면 자은로 353,강원도 홍천군 두촌면 자은로 353,289635.0,485626.0,정좌표,5.17203202410815e+18,새주소,강원특별자치도 홍천군 두촌면 자은로 353,강원특별자치도 홍천군 두촌면 자은리 815-7,25160.0,5172032000.0,두촌면,5172032024.0,두촌면 자은리,5172032024,51,720,32024,서울특별시,홍천군,두촌면 자은리,8.0
1023,강원청,홍천,내촌,파출소,033-433-3112,강원도 홍천군 내촌면 내촌길 29,강원도 홍천군 내촌면 내촌길 29,295675.0,479848.0,정좌표,5.17203302410444e+18,새주소,강원특별자치도 홍천군 내촌면 내촌길 29,강원특별자치도 홍천군 내촌면 도관리 444-27,25161.0,5172033000.0,내촌면,5172033024.0,내촌면 도관리,5172033024,51,720,33024,서울특별시,홍천군,내촌면 도관리,8.0
1024,강원청,평창,평창,지구대,033-339-5372,강원도 평창군 평창읍 평창중앙로 5,강원도 평창군 평창읍 평창중앙로 5,323508.0,430272.0,정좌표,5.1760250231005e+18,새주소,강원특별자치도 평창군 평창읍 평창중앙로 5,강원특별자치도 평창군 평창읍 하리 50-12,25376.0,5176025000.0,평창읍,5176025023.0,평창읍 하리,5176025023,51,760,25023,서울특별시,평창군,평창읍 하리,5.0
1025,강원청,평창,중부,지구대,033-339-5376,강원도 평창군 봉평면 평온길 2,강원도 평창군 봉평면 평온길 2,321696.0,456415.0,정좌표,5.17603402210546e+18,새주소,강원특별자치도 평창군 봉평면 평온길 2,강원특별자치도 평창군 봉평면 평촌리 546,25310.0,5176034000.0,봉평면,5176034022.0,봉평면 평촌리,5176034022,51,760,34022,서울특별시,평창군,봉평면 평촌리,5.0
1026,강원청,평창,대화,파출소,033-339-5304,강원도 평창군 대화면 대화중앙로 112,강원도 평창군 대화면 대화중앙로 112,328686.0,445081.0,정좌표,5.1760330211099e+18,새주소,강원특별자치도 평창군 대화면 대화중앙로 112,강원특별자치도 평창군 대화면 대화리 990-1,25359.0,5176033000.0,대화면,5176033021.0,대화면 대화리,5176033021,51,760,33021,서울특별시,평창군,대화면 대화리,5.0
1027,강원청,평창,진부,파출소,033-339-5275,강원도 평창군 진부면 청송로 103,강원도 평창군 진부면 청송로 103,337433.0,460542.0,정좌표,5.17603602110143e+18,새주소,강원특별자치도 평창군 진부면 청송로 103,강원특별자치도 평창군 진부면 하진부리 143-1,25325.0,5176036000.0,진부면,5176036021.0,진부면 하진부리,5176036021,51,760,36021,서울특별시,평창군,진부면 하진부리,5.0
1028,강원청,평창,대관령,파출소,033-339-5284,강원도 평창군 대관령면 대관령로 대관령로 95,강원도 평창군 대관령면 대관령로 대관령로 95,350453.0,464836.0,법정동 좌표,51760.0,판별불가,,강원특별자치도 평창군 대관령면,,5176038000.0,대관령면,5176038000.0,대관령면,5176038000,51,760,38000,서울특별시,평창군,대관령면,5.0
1029,강원청,횡성,횡성,지구대,033-340-7415,강원도 횡성군 횡성읍 횡성로 389,강원도 횡성군 횡성읍 횡성로 389,287055.0,443312.0,정좌표,5.17302502210119e+18,새주소,강원특별자치도 횡성군 횡성읍 횡성로 389,강원특별자치도 횡성군 횡성읍 읍하리 119-3,25234.0,5173025000.0,횡성읍,5173025022.0,횡성읍 읍하리,5173025022,51,730,25022,서울특별시,횡성군,횡성읍 읍하리,6.0
1030,강원청,횡성,둔내,파출소,033-340-7421,강원도 횡성군 둔내면 둔내로 33,강원도 횡성군 둔내면 둔내로 33,307294.0,446323.0,정좌표,5.17303302210084e+18,새주소,강원특별자치도 횡성군 둔내면 둔내로 33,강원특별자치도 횡성군 둔내면 둔방내리 84-5,25265.0,5173033000.0,둔내면,5173033022.0,둔내면 둔방내리,5173033022,51,730,33022,서울특별시,횡성군,둔내면 둔방내리,6.0
1031,강원청,횡성,우천,파출소,033-340-7431,강원도 횡성군 우천면 수남로 390,강원도 횡성군 우천면 수남로 390,294370.0,439980.0,정좌표,5.17303103110545e+18,새주소,강원특별자치도 횡성군 우천면 수남로 390,강원특별자치도 횡성군 우천면 우항리 545,25248.0,5173031000.0,우천면,5173031031.0,우천면 우항리,5173031031,51,730,31031,서울특별시,횡성군,우천면 우항리,6.0
1032,강원청,횡성,안흥,파출소,033-340-7441,강원도 횡성군 안흥면 안흥로 41,강원도 횡성군 안흥면 안흥로 41,302399.0,435191.0,정좌표,5.17303202110283e+18,새주소,강원특별자치도 횡성군 안흥면 안흥로 41,강원특별자치도 횡성군 안흥면 안흥리 283-1,25271.0,5173032000.0,안흥면,5173032021.0,안흥면 안흥리,5173032021,51,730,32021,서울특별시,횡성군,안흥면 안흥리,6.0
1033,강원청,횡성,청일,파출소,033-340-7451,강원도 횡성군 청일면 청정로 825,강원도 횡성군 청일면 청정로 825,301421.0,454018.0,정좌표,5.17303502411043e+18,새주소,강원특별자치도 횡성군 청일면 청정로 825,강원특별자치도 횡성군 청일면 유동리 1043-1,25254.0,5173035000.0,청일면,5173035024.0,청일면 유동리,5173035024,51,730,35024,서울특별시,횡성군,청일면 유동리,6.0
1034,강원청,횡성,서원,파출소,033-340-7461,강원도 횡성군 서원면 서원로 143,강원도 횡성군 서원면 서원로 143,274992.0,443080.0,정좌표,5.17303702110588e+18,새주소,강원특별자치도 횡성군 서원면 서원로 143,강원특별자치도 횡성군 서원면 창촌리 588-1,25201.0,5173037000.0,서원면,5173037021.0,서원면 창촌리,5173037021,51,730,37021,서울특별시,횡성군,서원면 창촌리,6.0
1035,강원청,고성,간성,파출소,033-682-0112,강원도 고성군 간성읍 간성로 104,강원도 고성군 간성읍 간성로 104,327908.0,543011.0,정좌표,5.1820250251018e+18,새주소,강원특별자치도 고성군 간성읍 간성로 104,강원특별자치도 고성군 간성읍 상리 180,24730.0,5182025000.0,간성읍,5182025025.0,간성읍 상리,5182025025,51,820,25025,서울특별시,고성군,간성읍 상리,11.0
1036,강원청,고성,토성,파출소,033-632-0113,강원도 고성군 토성면 토성로 165,강원도 고성군 토성면 토성로 165,336205.0,529578.0,정좌표,5.1820330211014e+18,새주소,강원특별자치도 고성군 토성면 토성로 165,강원특별자치도 고성군 토성면 천진리 140,24764.0,5182033000.0,토성면,5182033021.0,토성면 천진리,5182033021,51,820,33021,서울특별시,고성군,토성면 천진리,11.0
1037,강원청,고성,죽왕,파출소,033-632-6112,강원도 고성군 죽왕면 심층수길 15,강원도 고성군 죽왕면 심층수길 15,333400.0,536969.0,정좌표,5.18203202110064e+18,새주소,강원특별자치도 고성군 죽왕면 심층수길 15,강원특별자치도 고성군 죽왕면 오호리 64-11,24747.0,5182032000.0,죽왕면,5182032021.0,죽왕면 오호리,5182032021,51,820,32021,서울특별시,고성군,죽왕면 오호리,11.0
1038,강원청,고성,금강,파출소,033-682-2112,강원도 고성군 거진읍 거진길 67,강원도 고성군 거진읍 거진길 67,327133.0,550565.0,정좌표,5.1820253211016e+18,새주소,강원특별자치도 고성군 거진읍 거진길 67,강원특별자치도 고성군 거진읍 거진리 160-2,24711.0,5182025300.0,거진읍,5182025321.0,거진읍 거진리,5182025321,51,820,25321,서울특별시,고성군,거진읍 거진리,11.0
1039,강원청,인제,상동,파출소,033-463-2112,강원도 인제군 인제읍 인제로 178번길 52-6,강원도 인제군 인제읍 인제로 178번길 52-6,302878.0,507477.0,정좌표,5.18102502110427e+18,새주소,강원특별자치도 인제군 인제읍 인제로178번길 52-6,강원특별자치도 인제군 인제읍 상동리 427-3,24634.0,5181025000.0,인제읍,5181025021.0,인제읍 상동리,5181025021,51,810,25021,서울특별시,인제군,인제읍 상동리,5.0
1040,강원청,인제,남면,파출소,033-461-6112,강원도 인제군 남면 신남로 49 남면파출소,강원도 인제군 남면 신남로 49 남면파출소,294751.0,496637.0,정좌표,5.181031021103681e+18,새주소,강원특별자치도 인제군 남면 신남로 49,강원특별자치도 인제군 남면 신남리 368-1,24648.0,5181031000.0,남면,5181031021.0,남면 신남리,5181031021,51,810,31021,서울특별시,인제군,남면 신남리,5.0
1041,강원청,인제,기린,파출소,033-461-5112,강원도 인제군 기린면 기린로 32,강원도 인제군 기린면 기린로 32,315801.0,495472.0,정좌표,5.18103302110393e+18,새주소,강원특별자치도 인제군 기린면 기린로 32,강원특별자치도 인제군 기린면 현리 393-1,24659.0,5181033000.0,기린면,5181033021.0,기린면 현리,5181033021,51,810,33021,서울특별시,인제군,기린면 현리,5.0
1042,강원청,인제,북면,파출소,033-461-3112,강원도 인제군 북면 원통로 278 북면파출소,강원도 인제군 북면 원통로 278 북면파출소,306360.0,514419.0,정좌표,5.18103202111685e+18,새주소,강원특별자치도 인제군 북면 원통로 278,강원특별자치도 인제군 북면 원통리 1685-10,24615.0,5181032000.0,북면,5181032021.0,북면 원통리,5181032021,51,810,32021,서울특별시,인제군,북면 원통리,5.0
1043,강원청,인제,서화,파출소,033-462-4112,강원도 인제군 서화면 천도로81번길 28,강원도 인제군 서화면 천도로81번길 28,305676.0,524971.0,정좌표,5.1810340211059e+18,새주소,강원특별자치도 인제군 서화면 천도로81번길 28,강원특별자치도 인제군 서화면 천도리 590-5,24603.0,5181034000.0,서화면,5181034021.0,서화면 천도리,5181034021,51,810,34021,서울특별시,인제군,서화면 천도리,5.0
1044,강원청,철원,동송,지구대,033-455-2112,강원도 철원군 동송읍 금학로 169-8 동송지구대,강원도 철원군 동송읍 금학로 169-8 동송지구대,219195.0,522376.0,정좌표,5.1780259211071e+18,새주소,강원특별자치도 철원군 동송읍 금학로 169-8,강원특별자치도 철원군 동송읍 이평리 710-4,24020.0,5178025900.0,동송읍,5178025921.0,동송읍 이평리,5178025921,51,780,25921,서울특별시,철원군,동송읍 이평리,3.0
1045,강원청,철원,갈말,파출소,033-452-3117,강원도 철원군 갈말읍 명성로174번길 51,강원도 철원군 갈말읍 명성로174번길 51,227406.0,516213.0,정좌표,5.17802562110563e+18,새주소,강원특별자치도 철원군 갈말읍 명성로174번길 51,강원특별자치도 철원군 갈말읍 신철원리 563-62,24039.0,5178025600.0,갈말읍,5178025621.0,갈말읍 신철원리,5178025621,51,780,25621,서울특별시,철원군,갈말읍 신철원리,3.0
1046,강원청,철원,김화,파출소,033-458-3333,강원도 철원군 서면 와수로 232 김화파출소,강원도 철원군 서면 와수로 232 김화파출소,238759.0,526716.0,정좌표,5.17803102210895e+18,새주소,강원특별자치도 철원군 서면 와수로 232,강원특별자치도 철원군 서면 와수리 895-4,24058.0,5178031000.0,서면,5178031022.0,서면 와수리,5178031022,51,780,31022,서울특별시,철원군,서면 와수리,3.0
1047,강원청,화천,간동,파출소,033-442-5112,강원도 화천군 간동면 파로호로 1144 간동파출소,강원도 화천군 간동면 파로호로 1144 간동파출소,271265.0,506055.0,정좌표,5.17903102410002e+18,새주소,강원특별자치도 화천군 간동면 파로호로 1144,강원특별자치도 화천군 간동면 오음리 2-53,24137.0,5179031000.0,간동면,5179031024.0,간동면 오음리,5179031024,51,790,31024,서울특별시,화천군,간동면 오음리,5.0
